tokenID,name,description,file_name,attributes[Venue],attributes[Note],attributes[Expression],attributes[Topper],attributes[Cable],attributes[Riff]
7553,Groovy #7553,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7553.gif,Lava Lamp,Eighth,Shout,Shades,None,Stars
7554,Groovy #7554,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7554.gif,Chrome Wash,Beamed,Starry,Afro,None,Treble
7555,Groovy #7555,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7555.gif,Blacklight,Quarter,Wink,Afro,Gold Chain,Bolt
7556,Groovy #7556,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7556.gif,Lava Lamp,Whole,Cool,Shades,Mic,Bolt
7557,Groovy #7557,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7557.gif,Velvet Night,Whole,Wink,None,None,Bolt
7558,Groovy #7558,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7558.gif,Blacklight,Quarter,Cool,Afro,Gold Chain,Bolt
7559,Groovy #7559,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7559.gif,Lava Lamp,Whole,Groove,None,Mic,Stars
7560,Groovy #7560,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7560.gif,Blacklight,Quarter,Shout,Shades,Gold Chain,None
7561,Groovy #7561,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7561.gif,Velvet Night,Whole,Starry,None,Gold Chain,Vinyl
7562,Groovy #7562,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7562.gif,Sunset Strip,Beamed,Groove,Afro,Gold Chain,Treble
7563,Groovy #7563,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7563.gif,Disco Floor,Whole,Starry,Shades,None,Treble
7564,Groovy #7564,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7564.gif,Velvet Night,Whole,Groove,None,Gold Chain,Stars
7565,Groovy #7565,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7565.gif,Sunset Strip,Quarter,Shout,Beanie,Gold Chain,Treble
7566,Groovy #7566,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7566.gif,Chrome Wash,Whole,Wink,None,None,Stars
7567,Groovy #7567,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7567.gif,Disco Floor,Eighth,Starry,Afro,Mic,None
7568,Groovy #7568,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7568.gif,Blacklight,Beamed,Starry,Afro,Mic,Bolt
7569,Groovy #7569,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7569.gif,Velvet Night,Quarter,Shout,None,None,Vinyl
7570,Groovy #7570,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7570.gif,Disco Floor,Beamed,Starry,Beanie,Cans,Bolt
7571,Groovy #7571,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7571.gif,Blacklight,Beamed,Wink,None,Cans,Bolt
7572,Groovy #7572,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7572.gif,Blacklight,Whole,Cool,Afro,None,Treble
7573,Groovy #7573,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7573.gif,Lava Lamp,Beamed,Cool,Beanie,Mic,Bolt
7574,Groovy #7574,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7574.gif,Lava Lamp,Whole,Wink,Shades,Gold Chain,None
7575,Groovy #7575,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7575.gif,Lava Lamp,Beamed,Shout,Afro,None,Bolt
7576,Groovy #7576,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7576.gif,Sunset Strip,Eighth,Shout,Shades,Gold Chain,Stars
7577,Groovy #7577,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7577.gif,Sunset Strip,Whole,Starry,None,Gold Chain,Treble
7578,Groovy #7578,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7578.gif,Disco Floor,Eighth,Wink,Afro,Mic,None
7579,Groovy #7579,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7579.gif,Blacklight,Whole,Wink,Halo,None,Treble
7580,Groovy #7580,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7580.gif,Blacklight,Eighth,Wink,Halo,Mic,Vinyl
7581,Groovy #7581,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7581.gif,Disco Floor,Eighth,Shout,Halo,Cans,Vinyl
7582,Groovy #7582,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7582.gif,Blacklight,Eighth,Shout,Shades,Gold Chain,Vinyl
7583,Groovy #7583,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7583.gif,Velvet Night,Eighth,Wink,Afro,Cans,Stars
7584,Groovy #7584,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7584.gif,Blacklight,Beamed,Shout,Shades,Cans,None
7585,Groovy #7585,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7585.gif,Velvet Night,Beamed,Starry,None,Mic,None
7586,Groovy #7586,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7586.gif,Disco Floor,Quarter,Starry,Halo,Gold Chain,Stars
7587,Groovy #7587,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7587.gif,Disco Floor,Beamed,Shout,Beanie,None,Stars
7588,Groovy #7588,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7588.gif,Blacklight,Eighth,Shout,Halo,Gold Chain,Vinyl
7589,Groovy #7589,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7589.gif,Sunset Strip,Whole,Groove,Halo,Mic,Treble
7590,Groovy #7590,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7590.gif,Velvet Night,Quarter,Shout,Halo,None,Stars
7591,Groovy #7591,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7591.gif,Sunset Strip,Whole,Wink,Halo,Cans,Vinyl
7592,Groovy #7592,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7592.gif,Disco Floor,Eighth,Wink,None,Cans,Vinyl
7593,Groovy #7593,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7593.gif,Blacklight,Quarter,Starry,Beanie,Mic,Treble
7594,Groovy #7594,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7594.gif,Chrome Wash,Whole,Cool,Halo,Gold Chain,Treble
7595,Groovy #7595,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7595.gif,Chrome Wash,Beamed,Wink,None,Cans,Bolt
7596,Groovy #7596,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7596.gif,Blacklight,Eighth,Shout,None,Cans,Treble
7597,Groovy #7597,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7597.gif,Blacklight,Quarter,Cool,Beanie,Gold Chain,None
7598,Groovy #7598,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7598.gif,Blacklight,Whole,Cool,None,None,Bolt
7599,Groovy #7599,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7599.gif,Lava Lamp,Eighth,Wink,Halo,Cans,Stars
7600,Groovy #7600,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7600.gif,Disco Floor,Eighth,Shout,None,Gold Chain,Bolt
7601,Groovy #7601,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7601.gif,Velvet Night,Quarter,Groove,Beanie,Mic,Vinyl
7602,Groovy #7602,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7602.gif,Blacklight,Eighth,Starry,None,Gold Chain,None
7603,Groovy #7603,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7603.gif,Blacklight,Whole,Cool,Halo,Mic,Treble
7604,Groovy #7604,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7604.gif,Lava Lamp,Whole,Cool,Afro,Mic,Treble
7605,Groovy #7605,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7605.gif,Lava Lamp,Quarter,Starry,Shades,Cans,Bolt
7606,Groovy #7606,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7606.gif,Disco Floor,Eighth,Starry,Shades,Cans,None
7607,Groovy #7607,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7607.gif,Blacklight,Quarter,Groove,Halo,Mic,Stars
7608,Groovy #7608,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7608.gif,Lava Lamp,Whole,Cool,Halo,Mic,Vinyl
7609,Groovy #7609,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7609.gif,Velvet Night,Whole,Starry,Beanie,Cans,Stars
7610,Groovy #7610,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7610.gif,Lava Lamp,Eighth,Starry,Beanie,Cans,Bolt
7611,Groovy #7611,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7611.gif,Velvet Night,Eighth,Shout,None,Cans,Treble
7612,Groovy #7612,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7612.gif,Chrome Wash,Whole,Starry,Shades,Cans,None
7613,Groovy #7613,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7613.gif,Sunset Strip,Whole,Cool,Beanie,Gold Chain,Bolt
7614,Groovy #7614,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7614.gif,Chrome Wash,Beamed,Cool,Shades,None,Vinyl
7615,Groovy #7615,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7615.gif,Velvet Night,Eighth,Groove,Afro,None,None
7616,Groovy #7616,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7616.gif,Sunset Strip,Whole,Wink,Beanie,Cans,Treble
7617,Groovy #7617,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7617.gif,Velvet Night,Quarter,Wink,Afro,Mic,Stars
7618,Groovy #7618,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7618.gif,Sunset Strip,Eighth,Wink,Beanie,Gold Chain,Treble
7619,Groovy #7619,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7619.gif,Chrome Wash,Quarter,Starry,None,Mic,None
7620,Groovy #7620,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7620.gif,Blacklight,Eighth,Shout,Afro,None,Vinyl
7621,Groovy #7621,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7621.gif,Disco Floor,Whole,Starry,Shades,Cans,Stars
7622,Groovy #7622,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7622.gif,Sunset Strip,Whole,Wink,Shades,Gold Chain,None
7623,Groovy #7623,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7623.gif,Blacklight,Eighth,Shout,Shades,Gold Chain,Bolt
7624,Groovy #7624,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7624.gif,Sunset Strip,Eighth,Groove,Beanie,Mic,Vinyl
7625,Groovy #7625,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7625.gif,Disco Floor,Whole,Wink,Afro,Cans,Stars
7626,Groovy #7626,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7626.gif,Chrome Wash,Beamed,Groove,Halo,Cans,Vinyl
7627,Groovy #7627,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7627.gif,Disco Floor,Quarter,Groove,Beanie,None,Stars
7628,Groovy #7628,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7628.gif,Lava Lamp,Beamed,Starry,Shades,Cans,Vinyl
7629,Groovy #7629,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7629.gif,Blacklight,Whole,Cool,Beanie,Cans,Bolt
7630,Groovy #7630,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7630.gif,Blacklight,Whole,Cool,None,Gold Chain,Vinyl
7631,Groovy #7631,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7631.gif,Blacklight,Beamed,Groove,Beanie,Gold Chain,Bolt
7632,Groovy #7632,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7632.gif,Disco Floor,Eighth,Shout,Shades,Gold Chain,Vinyl
7633,Groovy #7633,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7633.gif,Lava Lamp,Beamed,Groove,Shades,Gold Chain,Bolt
7634,Groovy #7634,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7634.gif,Chrome Wash,Beamed,Cool,Beanie,Gold Chain,Stars
7635,Groovy #7635,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7635.gif,Sunset Strip,Quarter,Wink,None,None,Treble
7636,Groovy #7636,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7636.gif,Lava Lamp,Whole,Wink,Beanie,Mic,Bolt
7637,Groovy #7637,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7637.gif,Velvet Night,Eighth,Wink,Shades,Mic,Bolt
7638,Groovy #7638,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7638.gif,Blacklight,Quarter,Shout,None,Mic,Bolt
7639,Groovy #7639,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7639.gif,Disco Floor,Beamed,Groove,Afro,Mic,Treble
7640,Groovy #7640,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7640.gif,Chrome Wash,Beamed,Groove,Afro,Cans,Treble
7641,Groovy #7641,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7641.gif,Chrome Wash,Eighth,Cool,Halo,Mic,Vinyl
7642,Groovy #7642,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7642.gif,Sunset Strip,Eighth,Groove,Afro,Mic,Vinyl
7643,Groovy #7643,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7643.gif,Disco Floor,Beamed,Groove,None,Gold Chain,Stars
7644,Groovy #7644,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7644.gif,Disco Floor,Beamed,Groove,Afro,Mic,None
7645,Groovy #7645,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7645.gif,Sunset Strip,Beamed,Groove,Halo,Gold Chain,Bolt
7646,Groovy #7646,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7646.gif,Blacklight,Beamed,Wink,Beanie,Cans,None
7647,Groovy #7647,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7647.gif,Disco Floor,Beamed,Cool,Shades,Gold Chain,Treble
7648,Groovy #7648,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7648.gif,Lava Lamp,Quarter,Wink,Shades,Cans,Bolt
7649,Groovy #7649,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7649.gif,Sunset Strip,Whole,Groove,Halo,Gold Chain,None
7650,Groovy #7650,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7650.gif,Chrome Wash,Whole,Groove,Shades,Gold Chain,Bolt
7651,Groovy #7651,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7651.gif,Lava Lamp,Whole,Cool,Shades,None,Stars
7652,Groovy #7652,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7652.gif,Velvet Night,Eighth,Shout,Shades,Gold Chain,Bolt
7653,Groovy #7653,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7653.gif,Disco Floor,Whole,Starry,Beanie,Mic,Treble
7654,Groovy #7654,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7654.gif,Chrome Wash,Eighth,Groove,None,Gold Chain,None
7655,Groovy #7655,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7655.gif,Chrome Wash,Whole,Starry,Shades,Mic,None
7656,Groovy #7656,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7656.gif,Sunset Strip,Whole,Shout,Afro,Gold Chain,Stars
7657,Groovy #7657,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7657.gif,Disco Floor,Eighth,Groove,None,Mic,Bolt
7658,Groovy #7658,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7658.gif,Blacklight,Beamed,Shout,Afro,Mic,None
7659,Groovy #7659,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7659.gif,Disco Floor,Beamed,Groove,Beanie,Mic,Vinyl
7660,Groovy #7660,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7660.gif,Disco Floor,Eighth,Shout,Shades,Gold Chain,Stars
7661,Groovy #7661,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7661.gif,Chrome Wash,Whole,Cool,Halo,Gold Chain,Bolt
7662,Groovy #7662,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7662.gif,Velvet Night,Eighth,Cool,Afro,None,Vinyl
7663,Groovy #7663,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7663.gif,Blacklight,Beamed,Cool,Shades,Mic,Bolt
7664,Groovy #7664,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7664.gif,Lava Lamp,Whole,Wink,Beanie,Mic,Treble
7665,Groovy #7665,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7665.gif,Blacklight,Beamed,Groove,Afro,Cans,Vinyl
7666,Groovy #7666,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7666.gif,Velvet Night,Quarter,Starry,Halo,Cans,Stars
7667,Groovy #7667,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7667.gif,Sunset Strip,Eighth,Wink,Shades,Gold Chain,Vinyl
7668,Groovy #7668,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7668.gif,Blacklight,Eighth,Cool,Afro,Mic,Vinyl
7669,Groovy #7669,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7669.gif,Sunset Strip,Eighth,Shout,None,None,Treble
7670,Groovy #7670,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7670.gif,Lava Lamp,Eighth,Cool,None,Mic,Vinyl
7671,Groovy #7671,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7671.gif,Lava Lamp,Eighth,Wink,None,Mic,Treble
7672,Groovy #7672,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7672.gif,Sunset Strip,Eighth,Wink,Afro,Mic,None
7673,Groovy #7673,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7673.gif,Blacklight,Quarter,Starry,Shades,Cans,None
7674,Groovy #7674,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7674.gif,Chrome Wash,Eighth,Cool,Afro,Gold Chain,Bolt
7675,Groovy #7675,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7675.gif,Chrome Wash,Whole,Shout,Shades,None,Stars
7676,Groovy #7676,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7676.gif,Blacklight,Quarter,Wink,Shades,Mic,Stars
7677,Groovy #7677,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7677.gif,Velvet Night,Quarter,Groove,None,Cans,Treble
7678,Groovy #7678,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7678.gif,Velvet Night,Quarter,Groove,Shades,Mic,Vinyl
7679,Groovy #7679,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7679.gif,Lava Lamp,Eighth,Shout,Afro,Gold Chain,Vinyl
7680,Groovy #7680,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7680.gif,Lava Lamp,Whole,Cool,Beanie,Cans,None
7681,Groovy #7681,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7681.gif,Chrome Wash,Quarter,Wink,Shades,Gold Chain,Treble
7682,Groovy #7682,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7682.gif,Chrome Wash,Eighth,Cool,Afro,Cans,Stars
7683,Groovy #7683,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7683.gif,Disco Floor,Beamed,Wink,None,None,Vinyl
7684,Groovy #7684,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7684.gif,Blacklight,Quarter,Groove,None,Cans,Vinyl
7685,Groovy #7685,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7685.gif,Blacklight,Eighth,Starry,Halo,None,Bolt
7686,Groovy #7686,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7686.gif,Velvet Night,Quarter,Starry,None,Mic,Treble
7687,Groovy #7687,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7687.gif,Lava Lamp,Whole,Shout,Beanie,None,Treble
7688,Groovy #7688,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7688.gif,Velvet Night,Quarter,Starry,None,Mic,Vinyl
7689,Groovy #7689,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7689.gif,Lava Lamp,Quarter,Groove,Halo,Cans,Treble
7690,Groovy #7690,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7690.gif,Lava Lamp,Beamed,Shout,None,Cans,Treble
7691,Groovy #7691,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7691.gif,Blacklight,Beamed,Cool,None,Mic,Bolt
7692,Groovy #7692,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7692.gif,Lava Lamp,Whole,Starry,Halo,Gold Chain,Vinyl
7693,Groovy #7693,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7693.gif,Disco Floor,Quarter,Wink,Beanie,Gold Chain,Stars
7694,Groovy #7694,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7694.gif,Disco Floor,Quarter,Wink,Beanie,Gold Chain,Treble
7695,Groovy #7695,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7695.gif,Disco Floor,Eighth,Wink,Beanie,Gold Chain,Vinyl
7696,Groovy #7696,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7696.gif,Chrome Wash,Quarter,Groove,Shades,Mic,Bolt
7697,Groovy #7697,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7697.gif,Sunset Strip,Eighth,Groove,Halo,Cans,Bolt
7698,Groovy #7698,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7698.gif,Lava Lamp,Whole,Groove,Shades,Cans,Treble
7699,Groovy #7699,A looping musical-note citizen from Groovy Nation. Round heads. Stick limbs. One clock. Minted on Robinhood Chain.,7699.gif,Blacklight,Whole,Starry,Beanie,None,Treble
