tokenID,name,description,file_name,attributes[Pulp],attributes[Fleck],attributes[Fold],attributes[Score],attributes[Facet],attributes[Seal],attributes[Draft]
8251,Fold #8251,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8251.gif,Peach Washi,Gold Dust,Boat,Radial Score,Body Wash,Twin Cord,Still Air
8252,Fold #8252,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8252.gif,Frost Washi,Speckle,Fan,Crease Diagram,Wing Wash,Mizuhiki Loop,Corner Lift
8253,Fold #8253,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8253.gif,Indigo Washi,Speckle,Hare,Grid Score,Bare Facet,Hanko,Flutter
8254,Fold #8254,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8254.gif,Indigo Washi,Speckle,Hare,Mountain Fold,Body Wash,Tassel,Corner Lift
8255,Fold #8255,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8255.gif,Cream Washi,Gold Dust,Crane,Radial Score,Body Wash,No Seal,Gust
8256,Fold #8256,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8256.gif,Peach Washi,Laid Stripe,Fan,Valley Fold,Tip Wash,Mizuhiki Loop,Flutter
8257,Fold #8257,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8257.gif,Frost Washi,Kozo Fiber,Beetle,Crease Diagram,Wing Wash,No Seal,Corner Lift
8258,Fold #8258,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8258.gif,Cream Washi,Plain Sheet,Lotus,Mountain Fold,Tip Wash,Mizuhiki Loop,Gust
8259,Fold #8259,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8259.gif,Cream Washi,Plain Sheet,Hare,Crease Diagram,Wing Wash,No Seal,Corner Lift
8260,Fold #8260,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8260.gif,Moss Washi,Speckle,Frog,Radial Score,Wing Wash,Tassel,Corner Lift
8261,Fold #8261,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8261.gif,Peach Washi,Gold Dust,Crane,Radial Score,Bare Facet,Twin Cord,Flutter
8262,Fold #8262,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8262.gif,Cream Washi,Laid Stripe,Hare,Crease Diagram,Bare Facet,Tassel,Still Air
8263,Fold #8263,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8263.gif,Gold Washi,Kozo Fiber,Lotus,Mountain Fold,Gore Wash,Twin Cord,Corner Lift
8264,Fold #8264,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8264.gif,Indigo Washi,Kozo Fiber,Fan,No Score,Body Wash,Twin Cord,Still Air
8265,Fold #8265,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8265.gif,Moss Washi,Plain Sheet,Crane,Valley Fold,Bare Facet,Twin Cord,Corner Lift
8266,Fold #8266,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8266.gif,Indigo Washi,Speckle,Fan,Valley Fold,Body Wash,Mizuhiki Loop,Corner Lift
8267,Fold #8267,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8267.gif,Gold Washi,Plain Sheet,Frog,Radial Score,Bare Facet,Twin Cord,Flutter
8268,Fold #8268,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8268.gif,Frost Washi,Laid Stripe,Beetle,Mountain Fold,Bare Facet,No Seal,Gust
8269,Fold #8269,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8269.gif,Ink Washi,Gold Dust,Frog,No Score,Wing Wash,No Seal,Loose Scrap
8270,Fold #8270,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8270.gif,Vermilion Washi,Laid Stripe,Hare,Radial Score,Body Wash,Twin Cord,Still Air
8271,Fold #8271,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8271.gif,Frost Washi,Kozo Fiber,Crane,Valley Fold,Bare Facet,No Seal,Corner Lift
8272,Fold #8272,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8272.gif,Peach Washi,Kozo Fiber,Frog,Radial Score,Gore Wash,No Seal,Still Air
8273,Fold #8273,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8273.gif,Cream Washi,Speckle,Crane,Mountain Fold,Gore Wash,No Seal,Loose Scrap
8274,Fold #8274,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8274.gif,Ink Washi,Plain Sheet,Lotus,Crease Diagram,Band Wash,Mizuhiki Loop,Gust
8275,Fold #8275,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8275.gif,Frost Washi,Kozo Fiber,Crane,No Score,Wing Wash,Hanko,Corner Lift
8276,Fold #8276,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8276.gif,Indigo Washi,Speckle,Crane,No Score,Bare Facet,Twin Cord,Corner Lift
8277,Fold #8277,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8277.gif,Gold Washi,Laid Stripe,Crane,Crease Diagram,Wing Wash,No Seal,Corner Lift
8278,Fold #8278,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8278.gif,Cream Washi,Speckle,Crane,Valley Fold,Wing Wash,No Seal,Loose Scrap
8279,Fold #8279,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8279.gif,Vermilion Washi,Cloud Wash,Hare,No Score,Tip Wash,Hanko,Corner Lift
8280,Fold #8280,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8280.gif,Peach Washi,Gold Dust,Hare,Valley Fold,Body Wash,Twin Cord,Corner Lift
8281,Fold #8281,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8281.gif,Cream Washi,Laid Stripe,Crane,No Score,Bare Facet,Hanko,Corner Lift
8282,Fold #8282,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8282.gif,Indigo Washi,Kozo Fiber,Lotus,Grid Score,Band Wash,Hanko,Gust
8283,Fold #8283,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8283.gif,Frost Washi,Speckle,Hare,Valley Fold,Wing Wash,No Seal,Corner Lift
8284,Fold #8284,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8284.gif,Moss Washi,Speckle,Boat,Mountain Fold,Bare Facet,No Seal,Gust
8285,Fold #8285,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8285.gif,Peach Washi,Plain Sheet,Crane,Grid Score,Tip Wash,No Seal,Still Air
8286,Fold #8286,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8286.gif,Indigo Washi,Speckle,Fan,Valley Fold,Wing Wash,No Seal,Gust
8287,Fold #8287,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8287.gif,Vermilion Washi,Cloud Wash,Frog,Radial Score,Band Wash,Hanko,Still Air
8288,Fold #8288,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8288.gif,Peach Washi,Speckle,Hare,Grid Score,Bare Facet,No Seal,Corner Lift
8289,Fold #8289,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8289.gif,Cream Washi,Plain Sheet,Beetle,Valley Fold,Body Wash,No Seal,Corner Lift
8290,Fold #8290,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8290.gif,Frost Washi,Laid Stripe,Hare,No Score,Gore Wash,Tassel,Loose Scrap
8291,Fold #8291,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8291.gif,Cream Washi,Gold Dust,Hare,Crease Diagram,Band Wash,Mizuhiki Loop,Corner Lift
8292,Fold #8292,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8292.gif,Gold Washi,Kozo Fiber,Boat,Grid Score,Body Wash,Twin Cord,Corner Lift
8293,Fold #8293,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8293.gif,Frost Washi,Kozo Fiber,Crane,Mountain Fold,Tip Wash,Mizuhiki Loop,Still Air
8294,Fold #8294,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8294.gif,Ink Washi,Plain Sheet,Frog,Mountain Fold,Wing Wash,Tassel,Corner Lift
8295,Fold #8295,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8295.gif,Gold Washi,Laid Stripe,Fan,Grid Score,Gore Wash,Tassel,Corner Lift
8296,Fold #8296,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8296.gif,Cream Washi,Cloud Wash,Kite,Valley Fold,Gore Wash,Twin Cord,Loose Scrap
8297,Fold #8297,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8297.gif,Moss Washi,Laid Stripe,Kite,Valley Fold,Wing Wash,Twin Cord,Still Air
8298,Fold #8298,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8298.gif,Frost Washi,Plain Sheet,Kite,Crease Diagram,Tip Wash,Twin Cord,Gust
8299,Fold #8299,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8299.gif,Frost Washi,Kozo Fiber,Frog,Valley Fold,Wing Wash,Mizuhiki Loop,Still Air
8300,Fold #8300,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8300.gif,Moss Washi,Plain Sheet,Hare,No Score,Wing Wash,Mizuhiki Loop,Corner Lift
8301,Fold #8301,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8301.gif,Moss Washi,Laid Stripe,Lotus,No Score,Tip Wash,No Seal,Still Air
8302,Fold #8302,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8302.gif,Gold Washi,Plain Sheet,Lotus,Valley Fold,Bare Facet,Twin Cord,Corner Lift
8303,Fold #8303,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8303.gif,Peach Washi,Gold Dust,Beetle,Crease Diagram,Bare Facet,Twin Cord,Flutter
8304,Fold #8304,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8304.gif,Peach Washi,Gold Dust,Frog,Grid Score,Body Wash,Twin Cord,Flutter
8305,Fold #8305,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8305.gif,Frost Washi,Cloud Wash,Hare,Valley Fold,Tip Wash,Hanko,Still Air
8306,Fold #8306,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8306.gif,Indigo Washi,Kozo Fiber,Hare,Grid Score,Bare Facet,Mizuhiki Loop,Flutter
8307,Fold #8307,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8307.gif,Moss Washi,Gold Dust,Fan,Crease Diagram,Body Wash,Hanko,Loose Scrap
8308,Fold #8308,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8308.gif,Frost Washi,Laid Stripe,Frog,Radial Score,Gore Wash,Tassel,Gust
8309,Fold #8309,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8309.gif,Gold Washi,Cloud Wash,Kite,Grid Score,Body Wash,Tassel,Loose Scrap
8310,Fold #8310,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8310.gif,Vermilion Washi,Laid Stripe,Crane,Radial Score,Bare Facet,Hanko,Gust
8311,Fold #8311,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8311.gif,Moss Washi,Kozo Fiber,Boat,Radial Score,Bare Facet,Tassel,Still Air
8312,Fold #8312,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8312.gif,Frost Washi,Kozo Fiber,Boat,Grid Score,Body Wash,No Seal,Gust
8313,Fold #8313,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8313.gif,Moss Washi,Plain Sheet,Boat,Crease Diagram,Tip Wash,Hanko,Loose Scrap
8314,Fold #8314,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8314.gif,Indigo Washi,Gold Dust,Crane,Mountain Fold,Tip Wash,Mizuhiki Loop,Gust
8315,Fold #8315,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8315.gif,Moss Washi,Cloud Wash,Frog,Radial Score,Tip Wash,Twin Cord,Gust
8316,Fold #8316,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8316.gif,Indigo Washi,Kozo Fiber,Lotus,Mountain Fold,Body Wash,No Seal,Corner Lift
8317,Fold #8317,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8317.gif,Gold Washi,Plain Sheet,Hare,Crease Diagram,Body Wash,No Seal,Still Air
8318,Fold #8318,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8318.gif,Moss Washi,Kozo Fiber,Kite,Mountain Fold,Bare Facet,No Seal,Loose Scrap
8319,Fold #8319,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8319.gif,Ink Washi,Gold Dust,Frog,Mountain Fold,Band Wash,Hanko,Flutter
8320,Fold #8320,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8320.gif,Gold Washi,Kozo Fiber,Crane,Crease Diagram,Tip Wash,Tassel,Flutter
8321,Fold #8321,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8321.gif,Moss Washi,Speckle,Boat,No Score,Gore Wash,Tassel,Still Air
8322,Fold #8322,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8322.gif,Ink Washi,Speckle,Crane,Crease Diagram,Wing Wash,Mizuhiki Loop,Still Air
8323,Fold #8323,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8323.gif,Cream Washi,Cloud Wash,Boat,Crease Diagram,Bare Facet,Tassel,Loose Scrap
8324,Fold #8324,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8324.gif,Ink Washi,Kozo Fiber,Fan,Crease Diagram,Tip Wash,Twin Cord,Corner Lift
8325,Fold #8325,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8325.gif,Vermilion Washi,Laid Stripe,Lotus,Valley Fold,Bare Facet,Tassel,Corner Lift
8326,Fold #8326,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8326.gif,Peach Washi,Plain Sheet,Beetle,Mountain Fold,Gore Wash,Twin Cord,Still Air
8327,Fold #8327,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8327.gif,Gold Washi,Cloud Wash,Hare,Grid Score,Bare Facet,Mizuhiki Loop,Loose Scrap
8328,Fold #8328,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8328.gif,Frost Washi,Plain Sheet,Beetle,Mountain Fold,Bare Facet,No Seal,Still Air
8329,Fold #8329,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8329.gif,Cream Washi,Kozo Fiber,Hare,Valley Fold,Band Wash,Hanko,Still Air
8330,Fold #8330,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8330.gif,Ink Washi,Laid Stripe,Crane,Grid Score,Wing Wash,Tassel,Flutter
8331,Fold #8331,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8331.gif,Peach Washi,Speckle,Fan,Crease Diagram,Body Wash,Tassel,Corner Lift
8332,Fold #8332,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8332.gif,Ink Washi,Plain Sheet,Boat,No Score,Tip Wash,No Seal,Flutter
8333,Fold #8333,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8333.gif,Gold Washi,Cloud Wash,Beetle,Radial Score,Gore Wash,Tassel,Still Air
8334,Fold #8334,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8334.gif,Indigo Washi,Plain Sheet,Fan,Mountain Fold,Bare Facet,No Seal,Gust
8335,Fold #8335,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8335.gif,Indigo Washi,Laid Stripe,Kite,Grid Score,Body Wash,No Seal,Loose Scrap
8336,Fold #8336,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8336.gif,Ink Washi,Speckle,Frog,Radial Score,Bare Facet,No Seal,Gust
8337,Fold #8337,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8337.gif,Frost Washi,Plain Sheet,Frog,Crease Diagram,Bare Facet,Tassel,Loose Scrap
8338,Fold #8338,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8338.gif,Vermilion Washi,Plain Sheet,Frog,Valley Fold,Body Wash,No Seal,Corner Lift
8339,Fold #8339,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8339.gif,Peach Washi,Speckle,Lotus,Mountain Fold,Band Wash,No Seal,Loose Scrap
8340,Fold #8340,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8340.gif,Moss Washi,Speckle,Boat,Grid Score,Wing Wash,Tassel,Flutter
8341,Fold #8341,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8341.gif,Vermilion Washi,Kozo Fiber,Hare,No Score,Tip Wash,No Seal,Flutter
8342,Fold #8342,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8342.gif,Vermilion Washi,Kozo Fiber,Crane,Valley Fold,Body Wash,Mizuhiki Loop,Corner Lift
8343,Fold #8343,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8343.gif,Peach Washi,Gold Dust,Hare,No Score,Body Wash,No Seal,Loose Scrap
8344,Fold #8344,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8344.gif,Peach Washi,Plain Sheet,Hare,Mountain Fold,Tip Wash,Twin Cord,Corner Lift
8345,Fold #8345,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8345.gif,Vermilion Washi,Plain Sheet,Frog,Mountain Fold,Band Wash,No Seal,Gust
8346,Fold #8346,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8346.gif,Frost Washi,Plain Sheet,Frog,No Score,Band Wash,Twin Cord,Still Air
8347,Fold #8347,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8347.gif,Gold Washi,Plain Sheet,Crane,Crease Diagram,Wing Wash,Mizuhiki Loop,Flutter
8348,Fold #8348,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8348.gif,Moss Washi,Plain Sheet,Lotus,Valley Fold,Body Wash,Hanko,Flutter
8349,Fold #8349,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8349.gif,Frost Washi,Laid Stripe,Beetle,Grid Score,Bare Facet,Hanko,Flutter
8350,Fold #8350,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8350.gif,Vermilion Washi,Plain Sheet,Crane,Valley Fold,Bare Facet,Mizuhiki Loop,Corner Lift
8351,Fold #8351,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8351.gif,Cream Washi,Kozo Fiber,Fan,Mountain Fold,Wing Wash,Mizuhiki Loop,Loose Scrap
8352,Fold #8352,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8352.gif,Peach Washi,Laid Stripe,Crane,No Score,Band Wash,Hanko,Flutter
8353,Fold #8353,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8353.gif,Frost Washi,Plain Sheet,Frog,No Score,Tip Wash,No Seal,Still Air
8354,Fold #8354,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8354.gif,Moss Washi,Kozo Fiber,Frog,Mountain Fold,Bare Facet,No Seal,Still Air
8355,Fold #8355,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8355.gif,Cream Washi,Laid Stripe,Frog,Radial Score,Body Wash,Twin Cord,Gust
8356,Fold #8356,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8356.gif,Indigo Washi,Plain Sheet,Crane,Mountain Fold,Bare Facet,No Seal,Still Air
8357,Fold #8357,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8357.gif,Indigo Washi,Kozo Fiber,Boat,Valley Fold,Body Wash,No Seal,Flutter
8358,Fold #8358,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8358.gif,Gold Washi,Cloud Wash,Lotus,Mountain Fold,Body Wash,No Seal,Corner Lift
8359,Fold #8359,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8359.gif,Ink Washi,Laid Stripe,Boat,Mountain Fold,Bare Facet,Twin Cord,Still Air
8360,Fold #8360,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8360.gif,Indigo Washi,Speckle,Beetle,No Score,Bare Facet,Mizuhiki Loop,Loose Scrap
8361,Fold #8361,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8361.gif,Gold Washi,Laid Stripe,Fan,Radial Score,Wing Wash,Tassel,Corner Lift
8362,Fold #8362,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8362.gif,Indigo Washi,Gold Dust,Boat,Crease Diagram,Tip Wash,Twin Cord,Gust
8363,Fold #8363,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8363.gif,Moss Washi,Gold Dust,Crane,No Score,Body Wash,Mizuhiki Loop,Flutter
8364,Fold #8364,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8364.gif,Indigo Washi,Laid Stripe,Crane,Grid Score,Wing Wash,No Seal,Flutter
8365,Fold #8365,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8365.gif,Vermilion Washi,Kozo Fiber,Frog,Mountain Fold,Wing Wash,Mizuhiki Loop,Flutter
8366,Fold #8366,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8366.gif,Cream Washi,Plain Sheet,Hare,Mountain Fold,Wing Wash,Mizuhiki Loop,Corner Lift
8367,Fold #8367,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8367.gif,Ink Washi,Plain Sheet,Frog,Radial Score,Gore Wash,Hanko,Flutter
8368,Fold #8368,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8368.gif,Vermilion Washi,Kozo Fiber,Kite,No Score,Bare Facet,Mizuhiki Loop,Corner Lift
8369,Fold #8369,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8369.gif,Indigo Washi,Gold Dust,Boat,Valley Fold,Bare Facet,Tassel,Corner Lift
8370,Fold #8370,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8370.gif,Indigo Washi,Cloud Wash,Crane,Crease Diagram,Bare Facet,Hanko,Corner Lift
8371,Fold #8371,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8371.gif,Vermilion Washi,Kozo Fiber,Crane,Grid Score,Body Wash,Tassel,Loose Scrap
8372,Fold #8372,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8372.gif,Indigo Washi,Gold Dust,Frog,Grid Score,Wing Wash,Tassel,Loose Scrap
8373,Fold #8373,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8373.gif,Ink Washi,Laid Stripe,Frog,Crease Diagram,Body Wash,No Seal,Still Air
8374,Fold #8374,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8374.gif,Vermilion Washi,Plain Sheet,Frog,Grid Score,Wing Wash,Mizuhiki Loop,Loose Scrap
8375,Fold #8375,A looping origami sheet from Kamiori. Polygonal facets. A corner that lifts. One clock. Free mint on Robinhood Chain.,8375.gif,Moss Washi,Cloud Wash,Boat,Radial Score,Tip Wash,Tassel,Still Air
