tokenID,name,description,file_name,attributes[Cloth],attributes[Ember],attributes[Cast],attributes[Hinge],attributes[Cutwork],attributes[Leaf],attributes[Soot]
7002,Shade #7002,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7002.gif,Saffron Screen,Moon Glow,Demon,Brass Brad,Solid Hide,Bare Hide,Clear Air
7003,Shade #7003,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7003.gif,Dusk Screen,Moon Glow,Bird,No Hinge,Diamond Lace,Gold Dust,Spark Rise
7004,Shade #7004,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7004.gif,Brass Screen,Coal Glow,Clown,Rust Brad,Star Lace,Full Leaf,Lamp Haze
7005,Shade #7005,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7005.gif,Indigo Screen,Dawn Glow,Demon,Iron Brad,Dot Lace,Bare Hide,Soot Motes
7006,Shade #7006,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7006.gif,Saffron Screen,Dawn Glow,Demon,Brass Brad,Solid Hide,Gold Rim,Clear Air
7007,Shade #7007,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7007.gif,Dusk Screen,Moon Glow,Harper,No Hinge,Star Lace,Full Leaf,Spark Rise
7008,Shade #7008,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7008.gif,Smoke Screen,Oil Lamp,Harper,Iron Brad,Solid Hide,Bare Hide,Clear Air
7009,Shade #7009,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7009.gif,Indigo Screen,Coal Glow,Knight,No Hinge,Vine Lace,Bare Hide,Smoke Ribbon
7010,Shade #7010,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7010.gif,Ash Screen,Dawn Glow,Demon,Iron Brad,Dot Lace,Gold Dust,Soot Motes
7011,Shade #7011,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7011.gif,Saffron Screen,Forge Glow,Harper,Iron Brad,Star Lace,Bare Hide,Lamp Haze
7012,Shade #7012,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7012.gif,Rose Screen,Coal Glow,Ogre,No Hinge,Solid Hide,Gold Dust,Smoke Ribbon
7013,Shade #7013,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7013.gif,Parchment Screen,Forge Glow,Demon,No Hinge,Vine Lace,Gold Rim,Clear Air
7014,Shade #7014,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7014.gif,Rose Screen,Oil Lamp,Sage,Pearl Brad,Solid Hide,Gold Dust,Spark Rise
7015,Shade #7015,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7015.gif,Saffron Screen,Dawn Glow,Knight,Brass Brad,Solid Hide,Gold Rim,Lamp Haze
7016,Shade #7016,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7016.gif,Smoke Screen,Forge Glow,Sage,Rust Brad,Solid Hide,Full Leaf,Lamp Haze
7017,Shade #7017,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7017.gif,Dusk Screen,Forge Glow,Demon,Pearl Brad,Solid Hide,Gold Rim,Soot Motes
7018,Shade #7018,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7018.gif,Brass Screen,Moon Glow,Clown,Rust Brad,Dot Lace,Gold Rim,Soot Motes
7019,Shade #7019,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7019.gif,Smoke Screen,Oil Lamp,Clown,Brass Brad,Star Lace,Bare Hide,Spark Rise
7020,Shade #7020,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7020.gif,Ash Screen,Hearth Glow,Knight,Pearl Brad,Solid Hide,Bare Hide,Clear Air
7021,Shade #7021,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7021.gif,Saffron Screen,Forge Glow,Clown,Pearl Brad,Dot Lace,Bare Hide,Lamp Haze
7022,Shade #7022,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7022.gif,Parchment Screen,Hearth Glow,Ogre,No Hinge,Diamond Lace,Full Leaf,Smoke Ribbon
7023,Shade #7023,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7023.gif,Dusk Screen,Oil Lamp,Clown,Rust Brad,Dot Lace,Gold Tips,Spark Rise
7024,Shade #7024,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7024.gif,Dusk Screen,Moon Glow,Harper,No Hinge,Dot Lace,Gold Rim,Lamp Haze
7025,Shade #7025,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7025.gif,Dusk Screen,Moon Glow,Clown,Rust Brad,Vine Lace,Gold Rim,Soot Motes
7026,Shade #7026,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7026.gif,Dusk Screen,Moon Glow,Bride,Rust Brad,Dot Lace,Full Leaf,Smoke Ribbon
7027,Shade #7027,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7027.gif,Saffron Screen,Dawn Glow,Ogre,No Hinge,Solid Hide,Gold Tips,Soot Motes
7028,Shade #7028,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7028.gif,Ash Screen,Forge Glow,Knight,Iron Brad,Dot Lace,Gold Tips,Lamp Haze
7029,Shade #7029,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7029.gif,Parchment Screen,Forge Glow,Ogre,No Hinge,Star Lace,Full Leaf,Lamp Haze
7030,Shade #7030,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7030.gif,Saffron Screen,Forge Glow,Demon,Pearl Brad,Diamond Lace,Gold Dust,Clear Air
7031,Shade #7031,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7031.gif,Brass Screen,Forge Glow,Knight,No Hinge,Star Lace,Full Leaf,Smoke Ribbon
7032,Shade #7032,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7032.gif,Ash Screen,Moon Glow,Knight,No Hinge,Vine Lace,Bare Hide,Lamp Haze
7033,Shade #7033,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7033.gif,Rose Screen,Coal Glow,Harper,No Hinge,Dot Lace,Gold Tips,Spark Rise
7034,Shade #7034,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7034.gif,Brass Screen,Hearth Glow,Bird,Rust Brad,Diamond Lace,Gold Rim,Soot Motes
7035,Shade #7035,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7035.gif,Saffron Screen,Dawn Glow,Bride,Brass Brad,Star Lace,Gold Rim,Spark Rise
7036,Shade #7036,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7036.gif,Ash Screen,Oil Lamp,Harper,Iron Brad,Dot Lace,Gold Dust,Spark Rise
7037,Shade #7037,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7037.gif,Parchment Screen,Hearth Glow,Sage,Rust Brad,Dot Lace,Gold Dust,Clear Air
7038,Shade #7038,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7038.gif,Indigo Screen,Oil Lamp,Harper,No Hinge,Diamond Lace,Gold Tips,Soot Motes
7039,Shade #7039,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7039.gif,Rose Screen,Moon Glow,Bride,No Hinge,Solid Hide,Gold Rim,Lamp Haze
7040,Shade #7040,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7040.gif,Smoke Screen,Coal Glow,Knight,Iron Brad,Star Lace,Gold Dust,Soot Motes
7041,Shade #7041,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7041.gif,Smoke Screen,Moon Glow,Knight,Iron Brad,Solid Hide,Bare Hide,Lamp Haze
7042,Shade #7042,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7042.gif,Ash Screen,Forge Glow,Sage,Brass Brad,Dot Lace,Bare Hide,Lamp Haze
7043,Shade #7043,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7043.gif,Saffron Screen,Coal Glow,Bride,Brass Brad,Star Lace,Gold Tips,Soot Motes
7044,Shade #7044,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7044.gif,Dusk Screen,Dawn Glow,Ogre,No Hinge,Diamond Lace,Gold Tips,Clear Air
7045,Shade #7045,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7045.gif,Saffron Screen,Coal Glow,Bride,Pearl Brad,Vine Lace,Gold Tips,Soot Motes
7046,Shade #7046,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7046.gif,Saffron Screen,Dawn Glow,Sage,No Hinge,Star Lace,Gold Tips,Spark Rise
7047,Shade #7047,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7047.gif,Brass Screen,Moon Glow,Demon,No Hinge,Vine Lace,Gold Dust,Spark Rise
7048,Shade #7048,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7048.gif,Brass Screen,Dawn Glow,Bird,No Hinge,Dot Lace,Bare Hide,Spark Rise
7049,Shade #7049,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7049.gif,Ash Screen,Oil Lamp,Clown,Iron Brad,Dot Lace,Gold Rim,Spark Rise
7050,Shade #7050,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7050.gif,Parchment Screen,Coal Glow,Demon,Iron Brad,Vine Lace,Gold Rim,Smoke Ribbon
7051,Shade #7051,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7051.gif,Dusk Screen,Coal Glow,Clown,No Hinge,Vine Lace,Gold Dust,Soot Motes
7052,Shade #7052,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7052.gif,Indigo Screen,Oil Lamp,Bird,Rust Brad,Dot Lace,Gold Dust,Lamp Haze
7053,Shade #7053,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7053.gif,Indigo Screen,Moon Glow,Knight,No Hinge,Solid Hide,Gold Dust,Soot Motes
7054,Shade #7054,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7054.gif,Parchment Screen,Oil Lamp,Clown,Pearl Brad,Star Lace,Full Leaf,Soot Motes
7055,Shade #7055,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7055.gif,Brass Screen,Forge Glow,Ogre,Brass Brad,Star Lace,Gold Rim,Clear Air
7056,Shade #7056,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7056.gif,Smoke Screen,Dawn Glow,Bride,No Hinge,Diamond Lace,Gold Dust,Smoke Ribbon
7057,Shade #7057,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7057.gif,Dusk Screen,Coal Glow,Ogre,Iron Brad,Diamond Lace,Bare Hide,Soot Motes
7058,Shade #7058,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7058.gif,Parchment Screen,Oil Lamp,Clown,No Hinge,Star Lace,Bare Hide,Soot Motes
7059,Shade #7059,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7059.gif,Parchment Screen,Oil Lamp,Knight,Rust Brad,Solid Hide,Gold Rim,Clear Air
7060,Shade #7060,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7060.gif,Parchment Screen,Moon Glow,Ogre,No Hinge,Star Lace,Gold Dust,Soot Motes
7061,Shade #7061,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7061.gif,Smoke Screen,Oil Lamp,Bride,No Hinge,Star Lace,Gold Tips,Lamp Haze
7062,Shade #7062,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7062.gif,Parchment Screen,Hearth Glow,Sage,Rust Brad,Star Lace,Gold Tips,Soot Motes
7063,Shade #7063,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7063.gif,Parchment Screen,Dawn Glow,Clown,Brass Brad,Vine Lace,Full Leaf,Lamp Haze
7064,Shade #7064,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7064.gif,Parchment Screen,Coal Glow,Knight,Rust Brad,Diamond Lace,Gold Rim,Spark Rise
7065,Shade #7065,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7065.gif,Parchment Screen,Dawn Glow,Harper,Pearl Brad,Solid Hide,Gold Dust,Lamp Haze
7066,Shade #7066,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7066.gif,Saffron Screen,Moon Glow,Knight,Brass Brad,Vine Lace,Gold Rim,Clear Air
7067,Shade #7067,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7067.gif,Smoke Screen,Coal Glow,Demon,No Hinge,Star Lace,Gold Dust,Clear Air
7068,Shade #7068,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7068.gif,Rose Screen,Dawn Glow,Ogre,Iron Brad,Diamond Lace,Bare Hide,Spark Rise
7069,Shade #7069,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7069.gif,Indigo Screen,Hearth Glow,Bride,Brass Brad,Dot Lace,Gold Rim,Soot Motes
7070,Shade #7070,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7070.gif,Ash Screen,Oil Lamp,Knight,Pearl Brad,Star Lace,Bare Hide,Clear Air
7071,Shade #7071,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7071.gif,Rose Screen,Oil Lamp,Sage,Pearl Brad,Vine Lace,Gold Dust,Lamp Haze
7072,Shade #7072,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7072.gif,Dusk Screen,Coal Glow,Ogre,Brass Brad,Diamond Lace,Bare Hide,Spark Rise
7073,Shade #7073,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7073.gif,Dusk Screen,Coal Glow,Knight,No Hinge,Dot Lace,Bare Hide,Smoke Ribbon
7074,Shade #7074,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7074.gif,Brass Screen,Coal Glow,Bride,Rust Brad,Dot Lace,Bare Hide,Lamp Haze
7075,Shade #7075,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7075.gif,Dusk Screen,Coal Glow,Sage,Pearl Brad,Star Lace,Full Leaf,Soot Motes
7076,Shade #7076,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7076.gif,Rose Screen,Hearth Glow,Knight,Iron Brad,Vine Lace,Gold Rim,Clear Air
7077,Shade #7077,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7077.gif,Ash Screen,Hearth Glow,Demon,No Hinge,Vine Lace,Gold Rim,Smoke Ribbon
7078,Shade #7078,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7078.gif,Smoke Screen,Oil Lamp,Bride,Rust Brad,Solid Hide,Bare Hide,Smoke Ribbon
7079,Shade #7079,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7079.gif,Smoke Screen,Coal Glow,Demon,Pearl Brad,Star Lace,Gold Rim,Clear Air
7080,Shade #7080,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7080.gif,Dusk Screen,Hearth Glow,Ogre,Brass Brad,Diamond Lace,Full Leaf,Spark Rise
7081,Shade #7081,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7081.gif,Dusk Screen,Forge Glow,Sage,Brass Brad,Diamond Lace,Bare Hide,Spark Rise
7082,Shade #7082,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7082.gif,Smoke Screen,Hearth Glow,Clown,Rust Brad,Star Lace,Full Leaf,Spark Rise
7083,Shade #7083,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7083.gif,Indigo Screen,Coal Glow,Bride,Iron Brad,Solid Hide,Bare Hide,Soot Motes
7084,Shade #7084,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7084.gif,Brass Screen,Hearth Glow,Clown,Brass Brad,Diamond Lace,Gold Rim,Soot Motes
7085,Shade #7085,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7085.gif,Smoke Screen,Forge Glow,Harper,Iron Brad,Diamond Lace,Bare Hide,Smoke Ribbon
7086,Shade #7086,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7086.gif,Parchment Screen,Coal Glow,Sage,No Hinge,Diamond Lace,Bare Hide,Smoke Ribbon
7087,Shade #7087,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7087.gif,Dusk Screen,Hearth Glow,Knight,Rust Brad,Diamond Lace,Bare Hide,Spark Rise
7088,Shade #7088,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7088.gif,Rose Screen,Hearth Glow,Ogre,Brass Brad,Solid Hide,Bare Hide,Soot Motes
7089,Shade #7089,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7089.gif,Dusk Screen,Coal Glow,Harper,Iron Brad,Vine Lace,Full Leaf,Clear Air
7090,Shade #7090,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7090.gif,Smoke Screen,Forge Glow,Sage,No Hinge,Vine Lace,Full Leaf,Spark Rise
7091,Shade #7091,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7091.gif,Saffron Screen,Oil Lamp,Demon,Rust Brad,Vine Lace,Gold Rim,Soot Motes
7092,Shade #7092,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7092.gif,Parchment Screen,Moon Glow,Knight,Iron Brad,Vine Lace,Bare Hide,Spark Rise
7093,Shade #7093,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7093.gif,Brass Screen,Dawn Glow,Clown,Rust Brad,Solid Hide,Bare Hide,Soot Motes
7094,Shade #7094,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7094.gif,Ash Screen,Moon Glow,Clown,No Hinge,Solid Hide,Gold Rim,Lamp Haze
7095,Shade #7095,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7095.gif,Dusk Screen,Dawn Glow,Sage,Pearl Brad,Dot Lace,Gold Tips,Smoke Ribbon
7096,Shade #7096,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7096.gif,Parchment Screen,Hearth Glow,Bird,Rust Brad,Star Lace,Bare Hide,Smoke Ribbon
7097,Shade #7097,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7097.gif,Ash Screen,Dawn Glow,Harper,Brass Brad,Vine Lace,Full Leaf,Clear Air
7098,Shade #7098,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7098.gif,Parchment Screen,Coal Glow,Harper,Brass Brad,Dot Lace,Bare Hide,Lamp Haze
7099,Shade #7099,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7099.gif,Rose Screen,Moon Glow,Bird,Iron Brad,Solid Hide,Full Leaf,Lamp Haze
7100,Shade #7100,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7100.gif,Saffron Screen,Coal Glow,Bride,Iron Brad,Star Lace,Bare Hide,Soot Motes
7101,Shade #7101,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7101.gif,Smoke Screen,Moon Glow,Sage,Iron Brad,Star Lace,Gold Rim,Lamp Haze
7102,Shade #7102,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7102.gif,Rose Screen,Forge Glow,Harper,No Hinge,Solid Hide,Full Leaf,Smoke Ribbon
7103,Shade #7103,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7103.gif,Smoke Screen,Forge Glow,Demon,No Hinge,Solid Hide,Gold Rim,Soot Motes
7104,Shade #7104,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7104.gif,Smoke Screen,Dawn Glow,Bride,Pearl Brad,Solid Hide,Bare Hide,Smoke Ribbon
7105,Shade #7105,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7105.gif,Parchment Screen,Forge Glow,Bride,Brass Brad,Dot Lace,Gold Dust,Soot Motes
7106,Shade #7106,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7106.gif,Rose Screen,Hearth Glow,Ogre,Brass Brad,Solid Hide,Gold Dust,Smoke Ribbon
7107,Shade #7107,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7107.gif,Dusk Screen,Forge Glow,Clown,No Hinge,Dot Lace,Gold Tips,Clear Air
7108,Shade #7108,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7108.gif,Parchment Screen,Hearth Glow,Bride,Iron Brad,Dot Lace,Bare Hide,Smoke Ribbon
7109,Shade #7109,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7109.gif,Ash Screen,Oil Lamp,Harper,Brass Brad,Vine Lace,Gold Rim,Spark Rise
7110,Shade #7110,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7110.gif,Dusk Screen,Oil Lamp,Sage,Rust Brad,Vine Lace,Gold Rim,Soot Motes
7111,Shade #7111,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7111.gif,Ash Screen,Hearth Glow,Clown,Brass Brad,Solid Hide,Gold Tips,Soot Motes
7112,Shade #7112,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7112.gif,Indigo Screen,Coal Glow,Clown,Pearl Brad,Diamond Lace,Gold Tips,Spark Rise
7113,Shade #7113,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7113.gif,Brass Screen,Dawn Glow,Bride,Pearl Brad,Dot Lace,Full Leaf,Lamp Haze
7114,Shade #7114,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7114.gif,Saffron Screen,Dawn Glow,Harper,Brass Brad,Solid Hide,Gold Tips,Clear Air
7115,Shade #7115,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7115.gif,Parchment Screen,Coal Glow,Knight,Brass Brad,Diamond Lace,Full Leaf,Lamp Haze
7116,Shade #7116,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7116.gif,Saffron Screen,Coal Glow,Demon,Iron Brad,Solid Hide,Gold Dust,Lamp Haze
7117,Shade #7117,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7117.gif,Parchment Screen,Moon Glow,Clown,Brass Brad,Dot Lace,Bare Hide,Smoke Ribbon
7118,Shade #7118,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7118.gif,Rose Screen,Coal Glow,Bird,Iron Brad,Solid Hide,Full Leaf,Soot Motes
7119,Shade #7119,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7119.gif,Ash Screen,Moon Glow,Knight,Iron Brad,Vine Lace,Gold Dust,Spark Rise
7120,Shade #7120,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7120.gif,Ash Screen,Moon Glow,Harper,No Hinge,Vine Lace,Gold Rim,Spark Rise
7121,Shade #7121,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7121.gif,Parchment Screen,Coal Glow,Ogre,Rust Brad,Solid Hide,Gold Tips,Spark Rise
7122,Shade #7122,A looping shadow puppet from Umbra. Leather silhouette. Hinged limbs. One lamp. Free mint on Robinhood Chain.,7122.gif,Dusk Screen,Forge Glow,Bride,Brass Brad,Solid Hide,Full Leaf,Clear Air
