tokenID,name,description,file_name,attributes[Yard],attributes[Glow],attributes[Pelt],attributes[Mug],attributes[Hat],attributes[Gear]
5438,Santa Paw #5438,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5438.gif,Cozy Hearth,Sparkle,Ginger,Cheerful,Holly Crown,Mistletoe
5439,Santa Paw #5439,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5439.gif,Cozy Hearth,Ember,Tuxedo,Sleepy,Santa Hat,Sweater
5440,Santa Paw #5440,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5440.gif,Candy Cane,Snow Glitter,Cocoa,Tongue Out,None,Sweater
5441,Santa Paw #5441,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5441.gif,Aurora,Sparkle,Cocoa,Cheerful,Pom Beanie,Cocoa
5442,Santa Paw #5442,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5442.gif,Gift Wrap,Ember,Calico,Wink,Pom Beanie,Mistletoe
5443,Santa Paw #5443,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5443.gif,Aurora,Snow Glitter,Tuxedo,Heart Eyes,Antlers,Mistletoe
5444,Santa Paw #5444,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5444.gif,Candy Cane,Sparkle,Cocoa,Heart Eyes,Santa Hat,Stocking
5445,Santa Paw #5445,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5445.gif,Snowy Night,Sparkle,White Fluff,Blush,Santa Hat,Cocoa
5446,Santa Paw #5446,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5446.gif,Aurora,Snow Glitter,Tuxedo,Blush,Elf Cap,Sweater
5447,Santa Paw #5447,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5447.gif,Cookie Kitchen,Snow Glitter,Ginger,Wink,None,Bells
5448,Santa Paw #5448,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5448.gif,Candy Cane,No glow,Calico,Tongue Out,None,Scarf
5449,Santa Paw #5449,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5449.gif,Snowy Night,Sparkle,White Fluff,Blush,Santa Hat,Stocking
5450,Santa Paw #5450,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5450.gif,Aurora,No glow,Cocoa,Surprised,Santa Hat,Cocoa
5451,Santa Paw #5451,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5451.gif,Cozy Hearth,Snow Glitter,White Fluff,Surprised,Santa Hat,Scarf
5452,Santa Paw #5452,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5452.gif,Snowy Night,No glow,Ginger,Wink,Holly Crown,Cocoa
5453,Santa Paw #5453,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5453.gif,Gift Wrap,Soft Halo,Ginger,Cheerful,Pom Beanie,None
5454,Santa Paw #5454,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5454.gif,Snowy Night,Soft Halo,Calico,Tongue Out,None,Stocking
5455,Santa Paw #5455,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5455.gif,Cozy Hearth,Snow Glitter,White Fluff,Blush,Santa Hat,Sweater
5456,Santa Paw #5456,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5456.gif,Cozy Hearth,No glow,Cocoa,Cheerful,None,Scarf
5457,Santa Paw #5457,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5457.gif,Gift Wrap,No glow,Ginger,Cheerful,Pom Beanie,Scarf
5458,Santa Paw #5458,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5458.gif,Cookie Kitchen,Sparkle,Calico,Surprised,Santa Hat,Cocoa
5459,Santa Paw #5459,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5459.gif,Snowy Night,No glow,Tuxedo,Sleepy,Holly Crown,Present
5460,Santa Paw #5460,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5460.gif,Snowy Night,Snow Glitter,Calico,Cheerful,Holly Crown,Scarf
5461,Santa Paw #5461,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5461.gif,Candy Cane,No glow,Ginger,Heart Eyes,Antlers,Stocking
5462,Santa Paw #5462,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5462.gif,Gift Wrap,Snow Glitter,Tuxedo,Heart Eyes,Santa Hat,Present
5463,Santa Paw #5463,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5463.gif,Snowy Night,Snow Glitter,Ginger,Heart Eyes,None,Sweater
5464,Santa Paw #5464,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5464.gif,Cookie Kitchen,Snow Glitter,Charcoal,Cheerful,Antlers,Bells
5465,Santa Paw #5465,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5465.gif,Aurora,Ember,Ginger,Cheerful,None,Present
5466,Santa Paw #5466,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5466.gif,Snowy Night,Sparkle,White Fluff,Heart Eyes,Elf Cap,Bells
5467,Santa Paw #5467,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5467.gif,Aurora,No glow,Calico,Surprised,Holly Crown,Scarf
5468,Santa Paw #5468,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5468.gif,Gift Wrap,No glow,Ginger,Cheerful,Santa Hat,Stocking
5469,Santa Paw #5469,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5469.gif,Cozy Hearth,Ember,White Fluff,Tongue Out,Santa Hat,Bells
5470,Santa Paw #5470,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5470.gif,Snowy Night,No glow,White Fluff,Tongue Out,Holly Crown,Cocoa
5471,Santa Paw #5471,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5471.gif,Cozy Hearth,No glow,Gray Tabby,Sleepy,Elf Cap,Stocking
5472,Santa Paw #5472,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5472.gif,Cozy Hearth,Sparkle,Charcoal,Heart Eyes,Antlers,Sweater
5473,Santa Paw #5473,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5473.gif,Aurora,Sparkle,Tuxedo,Cheerful,Antlers,Scarf
5474,Santa Paw #5474,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5474.gif,Gift Wrap,Snow Glitter,Ginger,Cheerful,None,None
5475,Santa Paw #5475,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5475.gif,Aurora,Soft Halo,Ginger,Heart Eyes,Holly Crown,Stocking
5476,Santa Paw #5476,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5476.gif,Cozy Hearth,No glow,Calico,Tongue Out,Santa Hat,Scarf
5477,Santa Paw #5477,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5477.gif,Snowy Night,Sparkle,Gray Tabby,Tongue Out,Pom Beanie,Present
5478,Santa Paw #5478,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5478.gif,Aurora,Snow Glitter,Charcoal,Cheerful,None,Mistletoe
5479,Santa Paw #5479,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5479.gif,Cozy Hearth,Sparkle,Calico,Blush,Pom Beanie,Cocoa
5480,Santa Paw #5480,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5480.gif,Snowy Night,Soft Halo,Tuxedo,Blush,Antlers,None
5481,Santa Paw #5481,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5481.gif,Gift Wrap,No glow,Gray Tabby,Sleepy,Santa Hat,Stocking
5482,Santa Paw #5482,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5482.gif,Candy Cane,Soft Halo,Tuxedo,Sleepy,Santa Hat,None
5483,Santa Paw #5483,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5483.gif,Cookie Kitchen,No glow,Gray Tabby,Sleepy,Holly Crown,Sweater
5484,Santa Paw #5484,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5484.gif,Aurora,Sparkle,Tuxedo,Surprised,Holly Crown,Cocoa
5485,Santa Paw #5485,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5485.gif,Snowy Night,Snow Glitter,Ginger,Blush,Antlers,Scarf
5486,Santa Paw #5486,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5486.gif,Cozy Hearth,Soft Halo,Ginger,Cheerful,Santa Hat,Stocking
5487,Santa Paw #5487,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5487.gif,Gift Wrap,Snow Glitter,Tuxedo,Heart Eyes,Elf Cap,Stocking
5488,Santa Paw #5488,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5488.gif,Snowy Night,No glow,Tuxedo,Blush,Pom Beanie,Bells
5489,Santa Paw #5489,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5489.gif,Aurora,Snow Glitter,White Fluff,Surprised,Elf Cap,Present
5490,Santa Paw #5490,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5490.gif,Snowy Night,Soft Halo,Cocoa,Heart Eyes,None,None
5491,Santa Paw #5491,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5491.gif,Gift Wrap,No glow,Tuxedo,Blush,None,Cocoa
5492,Santa Paw #5492,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5492.gif,Cookie Kitchen,No glow,White Fluff,Tongue Out,Santa Hat,Stocking
5493,Santa Paw #5493,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5493.gif,Gift Wrap,Sparkle,White Fluff,Surprised,None,Bells
5494,Santa Paw #5494,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5494.gif,Cozy Hearth,Snow Glitter,White Fluff,Sleepy,Holly Crown,Mistletoe
5495,Santa Paw #5495,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5495.gif,Snowy Night,Soft Halo,Ginger,Heart Eyes,Santa Hat,Scarf
5496,Santa Paw #5496,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5496.gif,Snowy Night,Soft Halo,Cocoa,Cheerful,None,None
5497,Santa Paw #5497,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5497.gif,Candy Cane,Sparkle,Tuxedo,Tongue Out,Pom Beanie,None
5498,Santa Paw #5498,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5498.gif,Snowy Night,Soft Halo,Ginger,Tongue Out,Elf Cap,None
5499,Santa Paw #5499,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5499.gif,Snowy Night,Snow Glitter,Gray Tabby,Sleepy,Pom Beanie,Sweater
5500,Santa Paw #5500,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5500.gif,Snowy Night,Sparkle,Charcoal,Cheerful,Santa Hat,Scarf
5501,Santa Paw #5501,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5501.gif,Snowy Night,Soft Halo,Ginger,Sleepy,Santa Hat,Scarf
5502,Santa Paw #5502,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5502.gif,Candy Cane,No glow,Cocoa,Cheerful,Antlers,Sweater
5503,Santa Paw #5503,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5503.gif,Aurora,Sparkle,White Fluff,Blush,Santa Hat,None
5504,Santa Paw #5504,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5504.gif,Gift Wrap,Soft Halo,Ginger,Blush,Antlers,Cocoa
5505,Santa Paw #5505,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5505.gif,Cookie Kitchen,Sparkle,Gray Tabby,Sleepy,None,Mistletoe
5506,Santa Paw #5506,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5506.gif,Aurora,Sparkle,Gray Tabby,Wink,Holly Crown,None
5507,Santa Paw #5507,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5507.gif,Cozy Hearth,Ember,Ginger,Sleepy,Santa Hat,Bells
5508,Santa Paw #5508,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5508.gif,Aurora,Soft Halo,Tuxedo,Surprised,None,None
5509,Santa Paw #5509,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5509.gif,Snowy Night,No glow,Calico,Surprised,Antlers,Scarf
5510,Santa Paw #5510,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5510.gif,Snowy Night,Soft Halo,White Fluff,Surprised,Santa Hat,None
5511,Santa Paw #5511,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5511.gif,Gift Wrap,No glow,White Fluff,Blush,None,Scarf
5512,Santa Paw #5512,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5512.gif,Aurora,Sparkle,Tuxedo,Heart Eyes,Elf Cap,Mistletoe
5513,Santa Paw #5513,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5513.gif,Cozy Hearth,No glow,Ginger,Surprised,Santa Hat,Stocking
5514,Santa Paw #5514,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5514.gif,Cozy Hearth,Soft Halo,Tuxedo,Tongue Out,Holly Crown,Sweater
5515,Santa Paw #5515,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5515.gif,Aurora,No glow,Calico,Surprised,Antlers,None
5516,Santa Paw #5516,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5516.gif,Cozy Hearth,Snow Glitter,Gray Tabby,Wink,Elf Cap,Bells
5517,Santa Paw #5517,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5517.gif,Snowy Night,Snow Glitter,White Fluff,Wink,Elf Cap,Stocking
5518,Santa Paw #5518,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5518.gif,Candy Cane,Soft Halo,Calico,Tongue Out,Holly Crown,None
5519,Santa Paw #5519,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5519.gif,Cookie Kitchen,Soft Halo,Calico,Wink,Holly Crown,Mistletoe
5520,Santa Paw #5520,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5520.gif,Cozy Hearth,Sparkle,White Fluff,Surprised,Pom Beanie,Scarf
5521,Santa Paw #5521,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5521.gif,Snowy Night,Sparkle,Gray Tabby,Surprised,Pom Beanie,Present
5522,Santa Paw #5522,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5522.gif,Cookie Kitchen,Sparkle,Ginger,Tongue Out,Santa Hat,Scarf
5523,Santa Paw #5523,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5523.gif,Cookie Kitchen,Snow Glitter,Ginger,Blush,Santa Hat,Cocoa
5524,Santa Paw #5524,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5524.gif,Cookie Kitchen,Snow Glitter,Gray Tabby,Sleepy,Elf Cap,Scarf
5525,Santa Paw #5525,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5525.gif,Snowy Night,Soft Halo,White Fluff,Blush,None,Stocking
5526,Santa Paw #5526,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5526.gif,Candy Cane,No glow,Gray Tabby,Wink,Elf Cap,None
5527,Santa Paw #5527,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5527.gif,Aurora,Sparkle,Ginger,Cheerful,None,Scarf
5528,Santa Paw #5528,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5528.gif,Aurora,Soft Halo,Charcoal,Surprised,Pom Beanie,None
5529,Santa Paw #5529,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5529.gif,Candy Cane,No glow,Cocoa,Tongue Out,Antlers,Sweater
5530,Santa Paw #5530,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5530.gif,Cozy Hearth,Ember,Cocoa,Cheerful,Santa Hat,Scarf
5531,Santa Paw #5531,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5531.gif,Candy Cane,No glow,Tuxedo,Cheerful,Santa Hat,Stocking
5532,Santa Paw #5532,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5532.gif,Gift Wrap,Ember,Cocoa,Cheerful,Elf Cap,Present
5533,Santa Paw #5533,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5533.gif,Snowy Night,Sparkle,Tuxedo,Sleepy,Antlers,Sweater
5534,Santa Paw #5534,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5534.gif,Snowy Night,Snow Glitter,White Fluff,Surprised,Antlers,Cocoa
5535,Santa Paw #5535,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5535.gif,Aurora,Snow Glitter,Tuxedo,Sleepy,Elf Cap,Cocoa
5536,Santa Paw #5536,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5536.gif,Cookie Kitchen,Snow Glitter,White Fluff,Tongue Out,None,Stocking
5537,Santa Paw #5537,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5537.gif,Snowy Night,No glow,Ginger,Wink,Santa Hat,None
5538,Santa Paw #5538,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5538.gif,Gift Wrap,Ember,Cocoa,Sleepy,Holly Crown,None
5539,Santa Paw #5539,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5539.gif,Aurora,Ember,Ginger,Heart Eyes,Holly Crown,None
5540,Santa Paw #5540,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5540.gif,Candy Cane,No glow,Cocoa,Tongue Out,Elf Cap,None
5541,Santa Paw #5541,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5541.gif,Cozy Hearth,Sparkle,Tuxedo,Tongue Out,Elf Cap,None
5542,Santa Paw #5542,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5542.gif,Cozy Hearth,No glow,Cocoa,Blush,Antlers,Mistletoe
5543,Santa Paw #5543,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5543.gif,Cozy Hearth,No glow,Tuxedo,Cheerful,None,Cocoa
5544,Santa Paw #5544,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5544.gif,Candy Cane,No glow,Gray Tabby,Wink,Santa Hat,Scarf
5545,Santa Paw #5545,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5545.gif,Cozy Hearth,Snow Glitter,Ginger,Cheerful,Elf Cap,Mistletoe
5546,Santa Paw #5546,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5546.gif,Cozy Hearth,Sparkle,Calico,Sleepy,Pom Beanie,Cocoa
5547,Santa Paw #5547,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5547.gif,Candy Cane,Sparkle,Charcoal,Wink,Pom Beanie,Present
5548,Santa Paw #5548,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5548.gif,Candy Cane,Soft Halo,Gray Tabby,Wink,None,Present
5549,Santa Paw #5549,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5549.gif,Aurora,Soft Halo,Gray Tabby,Wink,None,Stocking
5550,Santa Paw #5550,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5550.gif,Gift Wrap,Soft Halo,Ginger,Tongue Out,Pom Beanie,Bells
5551,Santa Paw #5551,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5551.gif,Snowy Night,Ember,Gray Tabby,Blush,Pom Beanie,None
5552,Santa Paw #5552,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5552.gif,Snowy Night,Snow Glitter,Ginger,Tongue Out,Santa Hat,Bells
5553,Santa Paw #5553,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5553.gif,Gift Wrap,Ember,Charcoal,Sleepy,Antlers,Bells
5554,Santa Paw #5554,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5554.gif,Aurora,Sparkle,White Fluff,Tongue Out,Pom Beanie,Bells
5555,Santa Paw #5555,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5555.gif,Aurora,Snow Glitter,Tuxedo,Heart Eyes,Santa Hat,Sweater
5556,Santa Paw #5556,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5556.gif,Candy Cane,Ember,Calico,Wink,Elf Cap,None
5557,Santa Paw #5557,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5557.gif,Snowy Night,Snow Glitter,Gray Tabby,Wink,None,Present
5558,Santa Paw #5558,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5558.gif,Cookie Kitchen,Snow Glitter,Tuxedo,Cheerful,Antlers,None
5559,Santa Paw #5559,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5559.gif,Cozy Hearth,Snow Glitter,Gray Tabby,Surprised,Holly Crown,None
5560,Santa Paw #5560,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5560.gif,Cookie Kitchen,No glow,Calico,Sleepy,None,None
5561,Santa Paw #5561,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5561.gif,Cookie Kitchen,Ember,Ginger,Surprised,Antlers,Stocking
5562,Santa Paw #5562,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5562.gif,Cookie Kitchen,Sparkle,Ginger,Tongue Out,Santa Hat,None
5563,Santa Paw #5563,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5563.gif,Candy Cane,No glow,Ginger,Surprised,Holly Crown,Present
5564,Santa Paw #5564,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5564.gif,Cookie Kitchen,Soft Halo,White Fluff,Wink,None,Bells
5565,Santa Paw #5565,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5565.gif,Cookie Kitchen,Snow Glitter,Cocoa,Heart Eyes,None,None
5566,Santa Paw #5566,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5566.gif,Snowy Night,Sparkle,Calico,Heart Eyes,Antlers,Sweater
5567,Santa Paw #5567,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5567.gif,Cookie Kitchen,Ember,White Fluff,Cheerful,Santa Hat,Present
5568,Santa Paw #5568,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5568.gif,Snowy Night,No glow,White Fluff,Cheerful,Santa Hat,Bells
5569,Santa Paw #5569,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5569.gif,Gift Wrap,No glow,White Fluff,Heart Eyes,Antlers,Sweater
5570,Santa Paw #5570,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5570.gif,Snowy Night,No glow,Calico,Sleepy,Santa Hat,Bells
5571,Santa Paw #5571,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5571.gif,Snowy Night,Sparkle,Charcoal,Heart Eyes,Elf Cap,Bells
5572,Santa Paw #5572,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5572.gif,Candy Cane,Sparkle,Tuxedo,Surprised,Elf Cap,Sweater
5573,Santa Paw #5573,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5573.gif,Cozy Hearth,Soft Halo,Charcoal,Sleepy,Holly Crown,Sweater
5574,Santa Paw #5574,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5574.gif,Cozy Hearth,Snow Glitter,Calico,Blush,Elf Cap,Present
5575,Santa Paw #5575,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5575.gif,Cozy Hearth,Ember,White Fluff,Sleepy,Antlers,None
5576,Santa Paw #5576,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5576.gif,Cookie Kitchen,Snow Glitter,Gray Tabby,Tongue Out,Santa Hat,None
5577,Santa Paw #5577,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5577.gif,Gift Wrap,Soft Halo,White Fluff,Blush,Antlers,Sweater
5578,Santa Paw #5578,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5578.gif,Gift Wrap,Snow Glitter,Tuxedo,Blush,Pom Beanie,Cocoa
5579,Santa Paw #5579,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5579.gif,Aurora,Soft Halo,Cocoa,Blush,Santa Hat,Scarf
5580,Santa Paw #5580,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5580.gif,Snowy Night,No glow,Gray Tabby,Cheerful,Antlers,Sweater
5581,Santa Paw #5581,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5581.gif,Candy Cane,No glow,Charcoal,Tongue Out,None,Mistletoe
5582,Santa Paw #5582,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5582.gif,Gift Wrap,Ember,Tuxedo,Blush,None,Stocking
5583,Santa Paw #5583,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5583.gif,Aurora,Soft Halo,White Fluff,Cheerful,Pom Beanie,Stocking
5584,Santa Paw #5584,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5584.gif,Aurora,Soft Halo,Ginger,Wink,None,Bells
5585,Santa Paw #5585,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5585.gif,Snowy Night,Soft Halo,White Fluff,Cheerful,Elf Cap,Present
5586,Santa Paw #5586,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5586.gif,Snowy Night,Sparkle,Tuxedo,Cheerful,Santa Hat,Mistletoe
5587,Santa Paw #5587,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5587.gif,Cozy Hearth,Sparkle,Cocoa,Cheerful,None,Scarf
5588,Santa Paw #5588,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5588.gif,Cozy Hearth,Soft Halo,Gray Tabby,Sleepy,Santa Hat,Scarf
5589,Santa Paw #5589,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5589.gif,Candy Cane,No glow,Charcoal,Blush,Pom Beanie,Scarf
5590,Santa Paw #5590,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5590.gif,Candy Cane,Ember,White Fluff,Wink,Pom Beanie,None
5591,Santa Paw #5591,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5591.gif,Cozy Hearth,Snow Glitter,Ginger,Sleepy,None,Bells
5592,Santa Paw #5592,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5592.gif,Cookie Kitchen,Ember,Tuxedo,Wink,None,Present
5593,Santa Paw #5593,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5593.gif,Cookie Kitchen,Sparkle,Tuxedo,Tongue Out,Elf Cap,Bells
5594,Santa Paw #5594,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5594.gif,Gift Wrap,Ember,Charcoal,Surprised,Santa Hat,None
5595,Santa Paw #5595,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5595.gif,Snowy Night,No glow,Charcoal,Cheerful,Santa Hat,Bells
5596,Santa Paw #5596,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5596.gif,Candy Cane,No glow,White Fluff,Blush,Elf Cap,Present
5597,Santa Paw #5597,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5597.gif,Snowy Night,Sparkle,Ginger,Cheerful,None,Scarf
5598,Santa Paw #5598,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5598.gif,Gift Wrap,Sparkle,Ginger,Sleepy,None,Scarf
5599,Santa Paw #5599,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5599.gif,Aurora,No glow,Gray Tabby,Cheerful,None,None
5600,Santa Paw #5600,"A looping chibi-cat PFP, always in the mood of giving. Minted on Base.",5600.gif,Candy Cane,No glow,White Fluff,Surprised,Holly Crown,Cocoa
