tokenID,name,description,file_name,attributes[Field],attributes[Pelt],attributes[Mug],attributes[Hat],attributes[Wrap],attributes[Charm]
4601,Foxin #4601,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4601.gif,Snow,Maple,Wink,Beret,None,Leaf
4602,Foxin #4602,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4602.gif,Dusk,Maple,Blep,Cap,Scarf,Leaf
4603,Foxin #4603,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4603.gif,Snow,Snow,Sleepy,Beret,Bandana,None
4604,Foxin #4604,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4604.gif,Snow,Snow,Pout,None,Scarf,None
4605,Foxin #4605,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4605.gif,Snow,Dusk,Pout,Leaf,Bandana,None
4606,Foxin #4606,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4606.gif,Snow,Snow,Pout,None,None,Acorn
4607,Foxin #4607,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4607.gif,Hearth,Snow,Sparkly,Beanie,None,None
4608,Foxin #4608,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4608.gif,Snow,Dusk,Grin,Cap,Bell,Leaf
4609,Foxin #4609,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4609.gif,Snow,Snow,Wink,Cap,None,Acorn
4610,Foxin #4610,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4610.gif,Snow,Dusk,Blep,Flower,Bandana,Acorn
4611,Foxin #4611,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4611.gif,Peach,Snow,Wink,None,Scarf,Leaf
4612,Foxin #4612,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4612.gif,Snow,Snow,Grin,None,Bell,Lantern
4613,Foxin #4613,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4613.gif,Hearth,Snow,Sleepy,Beret,None,Leaf
4614,Foxin #4614,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4614.gif,Peach,Dusk,Sleepy,Leaf,Bandana,None
4615,Foxin #4615,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4615.gif,Hearth,Snow,Blep,Beanie,Bandana,None
4616,Foxin #4616,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4616.gif,Peach,Dusk,Pout,None,Scarf,Acorn
4617,Foxin #4617,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4617.gif,Peach,Dusk,Grin,None,Bandana,Acorn
4618,Foxin #4618,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4618.gif,Peach,Maple,Sparkly,Leaf,Scarf,Acorn
4619,Foxin #4619,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4619.gif,Snow,Maple,Wink,Flower,Bandana,Leaf
4620,Foxin #4620,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4620.gif,Hearth,Snow,Sleepy,Flower,None,Lantern
4621,Foxin #4621,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4621.gif,Snow,Dusk,Normal,Beret,Bandana,Leaf
4622,Foxin #4622,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4622.gif,Hearth,Snow,Blep,Flower,Scarf,Acorn
4623,Foxin #4623,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4623.gif,Dusk,Snow,Sleepy,Cap,Bell,None
4624,Foxin #4624,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4624.gif,Snow,Maple,Sleepy,Leaf,None,Lantern
4625,Foxin #4625,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4625.gif,Dusk,Maple,Wink,Flower,None,Leaf
4626,Foxin #4626,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4626.gif,Dusk,Maple,Grin,Cap,Bell,Acorn
4627,Foxin #4627,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4627.gif,Peach,Maple,Wink,None,Scarf,None
4628,Foxin #4628,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4628.gif,Hearth,Snow,Heart,Beret,None,None
4629,Foxin #4629,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4629.gif,Hearth,Maple,Sparkly,Flower,Scarf,Lantern
4630,Foxin #4630,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4630.gif,Peach,Snow,Wink,Leaf,None,Acorn
4631,Foxin #4631,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4631.gif,Hearth,Snow,Sleepy,Flower,Bandana,None
4632,Foxin #4632,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4632.gif,Hearth,Maple,Heart,Cap,None,Leaf
4633,Foxin #4633,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4633.gif,Dusk,Dusk,Grin,Leaf,None,Lantern
4634,Foxin #4634,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4634.gif,Hearth,Maple,Pout,Cap,Bell,Acorn
4635,Foxin #4635,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4635.gif,Peach,Maple,Blep,Beret,Scarf,None
4636,Foxin #4636,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4636.gif,Snow,Dusk,Pout,Leaf,Bandana,Lantern
4637,Foxin #4637,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4637.gif,Snow,Snow,Pout,Beanie,None,None
4638,Foxin #4638,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4638.gif,Hearth,Maple,Heart,None,None,Lantern
4639,Foxin #4639,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4639.gif,Hearth,Maple,Pout,Beret,None,Acorn
4640,Foxin #4640,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4640.gif,Snow,Snow,Grin,Leaf,Bandana,Lantern
4641,Foxin #4641,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4641.gif,Dusk,Dusk,Wink,Flower,None,None
4642,Foxin #4642,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4642.gif,Snow,Dusk,Sparkly,Bow,Scarf,None
4643,Foxin #4643,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4643.gif,Dusk,Maple,Sleepy,Bow,None,Acorn
4644,Foxin #4644,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4644.gif,Peach,Maple,Grin,Flower,Bandana,Acorn
4645,Foxin #4645,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4645.gif,Peach,Snow,Wink,None,Bell,Acorn
4646,Foxin #4646,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4646.gif,Peach,Dusk,Sleepy,Beret,None,Leaf
4647,Foxin #4647,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4647.gif,Dusk,Snow,Pout,Beanie,None,Lantern
4648,Foxin #4648,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4648.gif,Dusk,Snow,Wink,Leaf,Scarf,None
4649,Foxin #4649,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4649.gif,Snow,Snow,Sleepy,Flower,None,Lantern
4650,Foxin #4650,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4650.gif,Dusk,Maple,Heart,Leaf,Bell,Lantern
4651,Foxin #4651,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4651.gif,Dusk,Dusk,Normal,Beret,None,Lantern
4652,Foxin #4652,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4652.gif,Dusk,Maple,Sparkly,Leaf,Bandana,Lantern
4653,Foxin #4653,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4653.gif,Peach,Maple,Pout,Cap,None,None
4654,Foxin #4654,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4654.gif,Snow,Snow,Wink,None,Bell,Acorn
4655,Foxin #4655,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4655.gif,Hearth,Maple,Grin,Bow,Bell,Acorn
4656,Foxin #4656,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4656.gif,Dusk,Maple,Blep,Beret,None,Leaf
4657,Foxin #4657,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4657.gif,Snow,Dusk,Sleepy,Flower,Scarf,None
4658,Foxin #4658,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4658.gif,Peach,Maple,Grin,Leaf,Bandana,Leaf
4659,Foxin #4659,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4659.gif,Dusk,Dusk,Normal,None,Bell,Leaf
4660,Foxin #4660,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4660.gif,Hearth,Snow,Sparkly,Beanie,Bell,None
4661,Foxin #4661,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4661.gif,Peach,Maple,Sparkly,Beret,Bandana,Leaf
4662,Foxin #4662,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4662.gif,Peach,Maple,Sparkly,Bow,Bandana,Acorn
4663,Foxin #4663,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4663.gif,Snow,Snow,Wink,Beanie,Scarf,Acorn
4664,Foxin #4664,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4664.gif,Dusk,Maple,Pout,Cap,Bell,Lantern
4665,Foxin #4665,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4665.gif,Snow,Maple,Heart,Beanie,None,Leaf
4666,Foxin #4666,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4666.gif,Snow,Snow,Sparkly,None,Bandana,Leaf
4667,Foxin #4667,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4667.gif,Snow,Snow,Sleepy,Leaf,None,Acorn
4668,Foxin #4668,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4668.gif,Hearth,Maple,Grin,Cap,None,None
4669,Foxin #4669,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4669.gif,Dusk,Dusk,Heart,Cap,None,Lantern
4670,Foxin #4670,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4670.gif,Peach,Maple,Grin,Cap,Scarf,Leaf
4671,Foxin #4671,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4671.gif,Dusk,Dusk,Wink,Cap,Bell,Lantern
4672,Foxin #4672,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4672.gif,Hearth,Maple,Normal,Cap,Scarf,Acorn
4673,Foxin #4673,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4673.gif,Peach,Dusk,Grin,Beret,Bell,Acorn
4674,Foxin #4674,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4674.gif,Hearth,Maple,Wink,Flower,Scarf,None
4675,Foxin #4675,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4675.gif,Peach,Dusk,Blep,Bow,Bell,Lantern
4676,Foxin #4676,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4676.gif,Dusk,Snow,Grin,Leaf,None,Acorn
4677,Foxin #4677,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4677.gif,Snow,Dusk,Normal,Leaf,Scarf,None
4678,Foxin #4678,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4678.gif,Peach,Maple,Heart,Cap,Bell,Acorn
4679,Foxin #4679,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4679.gif,Dusk,Maple,Normal,Beret,Bandana,None
4680,Foxin #4680,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4680.gif,Hearth,Dusk,Heart,Flower,None,Lantern
4681,Foxin #4681,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4681.gif,Hearth,Snow,Normal,Cap,Scarf,Acorn
4682,Foxin #4682,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4682.gif,Peach,Snow,Normal,Beanie,Bell,Acorn
4683,Foxin #4683,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4683.gif,Peach,Dusk,Pout,None,Bandana,None
4684,Foxin #4684,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4684.gif,Snow,Snow,Blep,Flower,Bandana,Lantern
4685,Foxin #4685,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4685.gif,Dusk,Maple,Sleepy,Flower,Bell,Lantern
4686,Foxin #4686,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4686.gif,Peach,Maple,Sleepy,Beret,Scarf,None
4687,Foxin #4687,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4687.gif,Dusk,Snow,Pout,Beanie,None,None
4688,Foxin #4688,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4688.gif,Dusk,Snow,Normal,Beanie,None,Leaf
4689,Foxin #4689,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4689.gif,Peach,Snow,Heart,None,Bell,None
4690,Foxin #4690,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4690.gif,Dusk,Snow,Normal,Bow,Scarf,Acorn
4691,Foxin #4691,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4691.gif,Hearth,Dusk,Grin,Beret,Bell,None
4692,Foxin #4692,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4692.gif,Snow,Snow,Blep,Cap,Scarf,None
4693,Foxin #4693,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4693.gif,Peach,Dusk,Grin,Flower,None,None
4694,Foxin #4694,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4694.gif,Dusk,Maple,Sparkly,Bow,None,Lantern
4695,Foxin #4695,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4695.gif,Dusk,Dusk,Blep,Flower,None,Acorn
4696,Foxin #4696,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4696.gif,Hearth,Dusk,Blep,None,Scarf,Acorn
4697,Foxin #4697,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4697.gif,Snow,Maple,Blep,Leaf,Bandana,Leaf
4698,Foxin #4698,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4698.gif,Snow,Maple,Normal,Leaf,Bandana,Lantern
4699,Foxin #4699,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4699.gif,Peach,Maple,Sleepy,Cap,Bandana,Lantern
4700,Foxin #4700,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4700.gif,Hearth,Maple,Wink,Flower,None,None
4701,Foxin #4701,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4701.gif,Dusk,Snow,Grin,Beanie,None,Lantern
4702,Foxin #4702,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4702.gif,Snow,Maple,Wink,Beret,Bell,None
4703,Foxin #4703,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4703.gif,Snow,Dusk,Grin,Bow,Scarf,None
4704,Foxin #4704,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4704.gif,Snow,Snow,Blep,None,Bandana,Lantern
4705,Foxin #4705,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4705.gif,Peach,Maple,Heart,Cap,Scarf,Lantern
4706,Foxin #4706,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4706.gif,Snow,Snow,Blep,Beret,Scarf,Acorn
4707,Foxin #4707,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4707.gif,Dusk,Snow,Heart,None,None,Leaf
4708,Foxin #4708,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4708.gif,Snow,Maple,Wink,Leaf,Bandana,Acorn
4709,Foxin #4709,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4709.gif,Peach,Dusk,Sleepy,None,Bell,Lantern
4710,Foxin #4710,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4710.gif,Snow,Maple,Normal,Bow,Scarf,Leaf
4711,Foxin #4711,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4711.gif,Snow,Dusk,Blep,None,Scarf,Leaf
4712,Foxin #4712,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4712.gif,Hearth,Snow,Sparkly,Flower,Bandana,Acorn
4713,Foxin #4713,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4713.gif,Peach,Dusk,Normal,Flower,Scarf,Acorn
4714,Foxin #4714,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4714.gif,Snow,Snow,Grin,Cap,Bell,None
4715,Foxin #4715,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4715.gif,Hearth,Maple,Sleepy,Cap,Bell,Leaf
4716,Foxin #4716,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4716.gif,Dusk,Dusk,Normal,Flower,Scarf,Acorn
4717,Foxin #4717,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4717.gif,Peach,Snow,Blep,Beret,None,Acorn
4718,Foxin #4718,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4718.gif,Peach,Dusk,Sparkly,Flower,Bell,None
4719,Foxin #4719,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4719.gif,Snow,Dusk,Normal,Leaf,Bandana,None
4720,Foxin #4720,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4720.gif,Dusk,Maple,Grin,Cap,Bell,None
4721,Foxin #4721,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4721.gif,Snow,Maple,Pout,Flower,Bandana,Acorn
4722,Foxin #4722,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4722.gif,Snow,Snow,Pout,Leaf,None,Acorn
4723,Foxin #4723,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4723.gif,Hearth,Dusk,Pout,Beret,Bell,None
4724,Foxin #4724,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4724.gif,Hearth,Snow,Sparkly,None,Bandana,Acorn
4725,Foxin #4725,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4725.gif,Snow,Maple,Normal,Beret,Scarf,Acorn
4726,Foxin #4726,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4726.gif,Peach,Maple,Heart,Leaf,Scarf,Acorn
4727,Foxin #4727,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4727.gif,Peach,Maple,Sleepy,Beanie,Scarf,None
4728,Foxin #4728,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4728.gif,Snow,Maple,Heart,Beret,None,Lantern
4729,Foxin #4729,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4729.gif,Dusk,Maple,Normal,Beanie,Scarf,None
4730,Foxin #4730,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4730.gif,Peach,Snow,Wink,Cap,None,Lantern
4731,Foxin #4731,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4731.gif,Snow,Snow,Wink,Flower,Bell,Leaf
4732,Foxin #4732,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4732.gif,Dusk,Dusk,Heart,Leaf,None,Leaf
4733,Foxin #4733,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4733.gif,Hearth,Dusk,Blep,None,Bandana,None
4734,Foxin #4734,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4734.gif,Dusk,Maple,Sleepy,Beanie,None,Acorn
4735,Foxin #4735,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4735.gif,Peach,Dusk,Wink,Bow,Bandana,Acorn
4736,Foxin #4736,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4736.gif,Snow,Maple,Sparkly,None,None,Lantern
4737,Foxin #4737,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4737.gif,Snow,Snow,Wink,Beanie,Scarf,Lantern
4738,Foxin #4738,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4738.gif,Peach,Maple,Heart,Beret,Scarf,Lantern
4739,Foxin #4739,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4739.gif,Hearth,Snow,Sleepy,None,Bell,None
4740,Foxin #4740,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4740.gif,Hearth,Snow,Sleepy,Beret,None,Acorn
4741,Foxin #4741,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4741.gif,Dusk,Maple,Sparkly,Leaf,Scarf,Leaf
4742,Foxin #4742,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4742.gif,Snow,Snow,Wink,Leaf,Bandana,Acorn
4743,Foxin #4743,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4743.gif,Peach,Dusk,Heart,Beanie,Scarf,None
4744,Foxin #4744,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4744.gif,Hearth,Maple,Sleepy,None,Scarf,Lantern
4745,Foxin #4745,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4745.gif,Snow,Maple,Heart,Leaf,Bandana,Leaf
4746,Foxin #4746,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4746.gif,Peach,Dusk,Wink,None,None,Acorn
4747,Foxin #4747,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4747.gif,Snow,Snow,Sparkly,None,Bandana,None
4748,Foxin #4748,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4748.gif,Dusk,Snow,Wink,Beanie,Bandana,Leaf
4749,Foxin #4749,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4749.gif,Snow,Snow,Blep,Bow,Bell,Lantern
4750,Foxin #4750,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4750.gif,Peach,Maple,Grin,Flower,Bandana,Leaf
4751,Foxin #4751,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4751.gif,Dusk,Maple,Heart,Cap,Scarf,None
4752,Foxin #4752,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4752.gif,Dusk,Snow,Sleepy,Leaf,Bell,Acorn
4753,Foxin #4753,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4753.gif,Dusk,Dusk,Blep,Leaf,Bell,None
4754,Foxin #4754,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4754.gif,Snow,Maple,Blep,None,None,Lantern
4755,Foxin #4755,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4755.gif,Dusk,Maple,Sparkly,None,Bell,Acorn
4756,Foxin #4756,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4756.gif,Peach,Dusk,Blep,Bow,Bell,Acorn
4757,Foxin #4757,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4757.gif,Hearth,Dusk,Heart,Bow,None,None
4758,Foxin #4758,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4758.gif,Snow,Snow,Normal,Beanie,Bandana,Acorn
4759,Foxin #4759,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4759.gif,Dusk,Maple,Normal,Flower,Bell,Lantern
4760,Foxin #4760,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4760.gif,Dusk,Dusk,Sleepy,Beanie,Bandana,Leaf
4761,Foxin #4761,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4761.gif,Dusk,Maple,Grin,Beret,Bandana,None
4762,Foxin #4762,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4762.gif,Peach,Dusk,Sleepy,Leaf,None,Leaf
4763,Foxin #4763,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4763.gif,Hearth,Maple,Wink,Bow,None,Acorn
4764,Foxin #4764,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4764.gif,Dusk,Snow,Pout,Leaf,Scarf,None
4765,Foxin #4765,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4765.gif,Hearth,Maple,Heart,Cap,Scarf,Acorn
4766,Foxin #4766,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4766.gif,Snow,Maple,Sparkly,Flower,Scarf,Acorn
4767,Foxin #4767,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4767.gif,Peach,Maple,Sparkly,Flower,Bell,Leaf
4768,Foxin #4768,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4768.gif,Snow,Snow,Pout,Beret,Bell,Leaf
4769,Foxin #4769,A looping bold-graphic fox from Foxins. Three pelts. One sticker. One clock. Minted on Base.,4769.gif,Peach,Maple,Pout,Flower,Scarf,Acorn
