tokenID,name,description,file_name,attributes[Stage],attributes[Lights],attributes[Cast],attributes[Face],attributes[Fit],attributes[Prop]
8621,Boogie #8621,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8621.gif,Rooftop Party,Spotlights,Indigo Bird,Party Scream,Headphones,Glow Sticks
8622,Boogie #8622,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8622.gif,Backyard Jam,Neon Glow,Grape Blob,Grin,Chain,Glow Sticks
8623,Boogie #8623,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8623.gif,Disco Hall,Disco Glints,Teal Frog,Cool,Hoodie,None
8624,Boogie #8624,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8624.gif,Dance Floor,Disco Glints,Canary Bird,Party Scream,Visor,Mic
8625,Boogie #8625,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8625.gif,Dance Floor,Beat Rings,Chrome Robot,Tongue Out,None,None
8626,Boogie #8626,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8626.gif,Neon Alley,Neon Glow,Midnight Cat,Hype,Chain,Vinyl
8627,Boogie #8627,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8627.gif,Backyard Jam,None,Midnight Cat,Grin,None,Boombox
8628,Boogie #8628,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8628.gif,Dance Floor,None,Indigo Bird,Party Scream,Jacket,Boombox
8629,Boogie #8629,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8629.gif,Rooftop Party,None,Mango Blob,Cool,Shades,Trophy
8630,Boogie #8630,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8630.gif,Dance Floor,Neon Glow,Lime Frog,Wink,Chain,None
8631,Boogie #8631,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8631.gif,Warehouse Rave,Disco Glints,Lime Frog,Tongue Out,Visor,None
8632,Boogie #8632,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8632.gif,Club Booth,Neon Glow,Peach Cat,Tongue Out,None,Boombox
8633,Boogie #8633,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8633.gif,Dance Floor,Confetti Burst,Midnight Cat,Hype,None,Drink
8634,Boogie #8634,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8634.gif,Club Booth,Spotlights,Midnight Cat,Cool,Headphones,None
8635,Boogie #8635,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8635.gif,Dance Floor,None,Teal Frog,Cool,Jacket,None
8636,Boogie #8636,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8636.gif,Rooftop Party,Confetti Burst,Grape Blob,Tongue Out,Hoodie,None
8637,Boogie #8637,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8637.gif,Warehouse Rave,None,Lime Frog,Grin,Chain,None
8638,Boogie #8638,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8638.gif,Dance Floor,Disco Glints,Cream Bunny,Heart Eyes,None,Glow Sticks
8639,Boogie #8639,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8639.gif,Warehouse Rave,Spotlights,Chrome Robot,Heart Eyes,Visor,None
8640,Boogie #8640,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8640.gif,Neon Alley,Spotlights,Mango Blob,Grin,Visor,None
8641,Boogie #8641,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8641.gif,Dance Floor,Disco Glints,Midnight Cat,Party Scream,Chain,Vinyl
8642,Boogie #8642,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8642.gif,Neon Alley,Spotlights,Canary Bird,Party Scream,Hoodie,Drink
8643,Boogie #8643,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8643.gif,Club Booth,Spotlights,Teal Frog,Focused,Headphones,Drink
8644,Boogie #8644,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8644.gif,Backyard Jam,Disco Glints,Canary Bird,Grin,Visor,Glow Sticks
8645,Boogie #8645,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8645.gif,Club Booth,None,Canary Bird,Focused,Shades,None
8646,Boogie #8646,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8646.gif,Dance Floor,Beat Rings,Lime Frog,Wink,Shades,Vinyl
8647,Boogie #8647,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8647.gif,Disco Hall,Disco Glints,Midnight Cat,Hype,Hoodie,Boombox
8648,Boogie #8648,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8648.gif,Dance Floor,Beat Rings,Teal Frog,Tongue Out,Chain,Trophy
8649,Boogie #8649,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8649.gif,Neon Alley,Beat Rings,Indigo Bird,Wink,Chain,Drink
8650,Boogie #8650,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8650.gif,Dance Floor,None,Peach Cat,Hype,Hoodie,None
8651,Boogie #8651,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8651.gif,Club Booth,Disco Glints,Cream Bunny,Cool,Headphones,Glow Sticks
8652,Boogie #8652,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8652.gif,Warehouse Rave,Disco Glints,Teal Frog,Heart Eyes,Visor,Boombox
8653,Boogie #8653,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8653.gif,Dance Floor,Spotlights,Peach Cat,Party Scream,Hoodie,Vinyl
8654,Boogie #8654,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8654.gif,Disco Hall,Neon Glow,Canary Bird,Tongue Out,Chain,None
8655,Boogie #8655,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8655.gif,Dance Floor,Spotlights,Midnight Cat,Hype,Shades,Glow Sticks
8656,Boogie #8656,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8656.gif,Warehouse Rave,None,Candy Robot,Focused,Hoodie,None
8657,Boogie #8657,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8657.gif,Backyard Jam,Neon Glow,Canary Bird,Focused,Hoodie,Vinyl
8658,Boogie #8658,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8658.gif,Club Booth,Beat Rings,Peach Cat,Tongue Out,Headphones,Drink
8659,Boogie #8659,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8659.gif,Disco Hall,Spotlights,Canary Bird,Focused,Shades,Mic
8660,Boogie #8660,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8660.gif,Neon Alley,None,Teal Frog,Wink,Jacket,Trophy
8661,Boogie #8661,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8661.gif,Rooftop Party,Confetti Burst,Grape Blob,Grin,Headphones,Drink
8662,Boogie #8662,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8662.gif,Rooftop Party,Neon Glow,Peach Cat,Cool,Hoodie,Vinyl
8663,Boogie #8663,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8663.gif,Disco Hall,Disco Glints,Candy Robot,Heart Eyes,Chain,Glow Sticks
8664,Boogie #8664,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8664.gif,Disco Hall,Disco Glints,Lime Frog,Focused,None,Boombox
8665,Boogie #8665,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8665.gif,Rooftop Party,Spotlights,Midnight Cat,Hype,Hoodie,None
8666,Boogie #8666,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8666.gif,Disco Hall,Confetti Burst,Teal Frog,Party Scream,Visor,Mic
8667,Boogie #8667,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8667.gif,Dance Floor,Neon Glow,Peach Cat,Tongue Out,Jacket,Vinyl
8668,Boogie #8668,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8668.gif,Disco Hall,None,Canary Bird,Hype,Hoodie,None
8669,Boogie #8669,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8669.gif,Disco Hall,None,Lime Frog,Wink,Visor,Glow Sticks
8670,Boogie #8670,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8670.gif,Rooftop Party,Disco Glints,Canary Bird,Focused,Jacket,Vinyl
8671,Boogie #8671,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8671.gif,Dance Floor,None,Cream Bunny,Cool,Chain,Glow Sticks
8672,Boogie #8672,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8672.gif,Rooftop Party,None,Blush Pig,Tongue Out,None,Vinyl
8673,Boogie #8673,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8673.gif,Backyard Jam,None,Midnight Cat,Cool,Visor,Boombox
8674,Boogie #8674,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8674.gif,Backyard Jam,Neon Glow,Canary Bird,Heart Eyes,Hoodie,Glow Sticks
8675,Boogie #8675,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8675.gif,Club Booth,Disco Glints,Grape Blob,Grin,Headphones,Boombox
8676,Boogie #8676,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8676.gif,Neon Alley,Spotlights,Chrome Robot,Heart Eyes,Shades,Mic
8677,Boogie #8677,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8677.gif,Disco Hall,Beat Rings,Teal Frog,Grin,None,Glow Sticks
8678,Boogie #8678,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8678.gif,Disco Hall,Disco Glints,Canary Bird,Cool,Headphones,Boombox
8679,Boogie #8679,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8679.gif,Neon Alley,Neon Glow,Chrome Robot,Cool,Headphones,Mic
8680,Boogie #8680,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8680.gif,Dance Floor,Neon Glow,Canary Bird,Cool,Headphones,None
8681,Boogie #8681,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8681.gif,Backyard Jam,Disco Glints,Teal Frog,Wink,None,Mic
8682,Boogie #8682,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8682.gif,Neon Alley,Disco Glints,Midnight Cat,Cool,None,Drink
8683,Boogie #8683,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8683.gif,Dance Floor,Neon Glow,Canary Bird,Heart Eyes,Shades,Boombox
8684,Boogie #8684,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8684.gif,Dance Floor,Disco Glints,Mango Blob,Cool,Hoodie,Trophy
8685,Boogie #8685,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8685.gif,Warehouse Rave,None,Blush Pig,Hype,None,Glow Sticks
8686,Boogie #8686,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8686.gif,Backyard Jam,Neon Glow,Lime Frog,Hype,Shades,Drink
8687,Boogie #8687,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8687.gif,Neon Alley,Beat Rings,Peach Cat,Wink,Shades,Mic
8688,Boogie #8688,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8688.gif,Warehouse Rave,None,Blush Pig,Heart Eyes,Shades,None
8689,Boogie #8689,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8689.gif,Disco Hall,Beat Rings,Chrome Robot,Heart Eyes,Chain,Mic
8690,Boogie #8690,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8690.gif,Backyard Jam,Confetti Burst,Lime Frog,Focused,Jacket,None
8691,Boogie #8691,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8691.gif,Neon Alley,Neon Glow,Canary Bird,Focused,Shades,Drink
8692,Boogie #8692,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8692.gif,Club Booth,Neon Glow,Indigo Bird,Party Scream,Shades,None
8693,Boogie #8693,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8693.gif,Dance Floor,None,Midnight Cat,Party Scream,Shades,Vinyl
8694,Boogie #8694,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8694.gif,Disco Hall,None,Indigo Bird,Hype,Hoodie,None
8695,Boogie #8695,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8695.gif,Disco Hall,Spotlights,Candy Robot,Cool,None,None
8696,Boogie #8696,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8696.gif,Backyard Jam,Disco Glints,Midnight Cat,Hype,Jacket,None
8697,Boogie #8697,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8697.gif,Club Booth,Disco Glints,Peach Cat,Focused,Shades,Glow Sticks
8698,Boogie #8698,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8698.gif,Warehouse Rave,Disco Glints,Blush Pig,Hype,Visor,Boombox
8699,Boogie #8699,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8699.gif,Rooftop Party,Neon Glow,Cream Bunny,Tongue Out,Visor,Glow Sticks
8700,Boogie #8700,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8700.gif,Dance Floor,Beat Rings,Canary Bird,Wink,Jacket,Glow Sticks
8701,Boogie #8701,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8701.gif,Neon Alley,Disco Glints,Grape Blob,Wink,Headphones,Mic
8702,Boogie #8702,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8702.gif,Rooftop Party,Confetti Burst,Cream Bunny,Hype,None,Mic
8703,Boogie #8703,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8703.gif,Dance Floor,Confetti Burst,Grape Blob,Wink,Shades,Vinyl
8704,Boogie #8704,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8704.gif,Disco Hall,None,Chrome Robot,Wink,None,Glow Sticks
8705,Boogie #8705,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8705.gif,Disco Hall,Confetti Burst,Indigo Bird,Tongue Out,Chain,Boombox
8706,Boogie #8706,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8706.gif,Warehouse Rave,None,Candy Robot,Focused,Hoodie,Mic
8707,Boogie #8707,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8707.gif,Club Booth,None,Mango Blob,Tongue Out,None,Vinyl
8708,Boogie #8708,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8708.gif,Warehouse Rave,Confetti Burst,Canary Bird,Wink,Jacket,None
8709,Boogie #8709,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8709.gif,Warehouse Rave,Confetti Burst,Candy Robot,Focused,Jacket,None
8710,Boogie #8710,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8710.gif,Warehouse Rave,Spotlights,Peach Cat,Party Scream,Hoodie,None
8711,Boogie #8711,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8711.gif,Neon Alley,Confetti Burst,Candy Robot,Tongue Out,Hoodie,Glow Sticks
8712,Boogie #8712,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8712.gif,Dance Floor,Disco Glints,Indigo Bird,Cool,None,None
8713,Boogie #8713,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8713.gif,Backyard Jam,Spotlights,Candy Robot,Hype,Hoodie,Vinyl
8714,Boogie #8714,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8714.gif,Club Booth,Beat Rings,Peach Cat,Wink,Shades,Drink
8715,Boogie #8715,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8715.gif,Dance Floor,Beat Rings,Lime Frog,Grin,Chain,Mic
8716,Boogie #8716,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8716.gif,Neon Alley,Spotlights,Canary Bird,Cool,Shades,None
8717,Boogie #8717,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8717.gif,Backyard Jam,Spotlights,Teal Frog,Focused,None,Vinyl
8718,Boogie #8718,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8718.gif,Backyard Jam,Disco Glints,Canary Bird,Focused,Hoodie,Mic
8719,Boogie #8719,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8719.gif,Neon Alley,Beat Rings,Midnight Cat,Party Scream,None,Boombox
8720,Boogie #8720,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8720.gif,Rooftop Party,Confetti Burst,Mango Blob,Grin,Visor,Drink
8721,Boogie #8721,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8721.gif,Neon Alley,None,Grape Blob,Cool,Jacket,Mic
8722,Boogie #8722,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8722.gif,Club Booth,Disco Glints,Mango Blob,Focused,Visor,None
8723,Boogie #8723,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8723.gif,Dance Floor,Spotlights,Teal Frog,Grin,Jacket,Boombox
8724,Boogie #8724,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8724.gif,Dance Floor,Beat Rings,Cream Bunny,Wink,Chain,Drink
8725,Boogie #8725,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8725.gif,Backyard Jam,Disco Glints,Lime Frog,Hype,Jacket,Boombox
8726,Boogie #8726,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8726.gif,Disco Hall,None,Grape Blob,Tongue Out,Jacket,Glow Sticks
8727,Boogie #8727,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8727.gif,Dance Floor,Disco Glints,Peach Cat,Grin,Visor,None
8728,Boogie #8728,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8728.gif,Disco Hall,Spotlights,Lime Frog,Cool,Chain,None
8729,Boogie #8729,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8729.gif,Rooftop Party,None,Lime Frog,Focused,None,Boombox
8730,Boogie #8730,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8730.gif,Rooftop Party,None,Lime Frog,Wink,None,Mic
8731,Boogie #8731,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8731.gif,Dance Floor,Spotlights,Mango Blob,Focused,Hoodie,Boombox
8732,Boogie #8732,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8732.gif,Club Booth,Spotlights,Chrome Robot,Cool,Headphones,Vinyl
8733,Boogie #8733,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8733.gif,Neon Alley,Disco Glints,Mango Blob,Grin,Jacket,Drink
8734,Boogie #8734,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8734.gif,Dance Floor,Confetti Burst,Grape Blob,Wink,Chain,Trophy
8735,Boogie #8735,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8735.gif,Club Booth,Disco Glints,Teal Frog,Hype,None,Trophy
8736,Boogie #8736,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8736.gif,Rooftop Party,None,Canary Bird,Heart Eyes,Hoodie,None
8737,Boogie #8737,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8737.gif,Disco Hall,Confetti Burst,Chrome Robot,Tongue Out,None,Mic
8738,Boogie #8738,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8738.gif,Neon Alley,Confetti Burst,Chrome Robot,Focused,None,Vinyl
8739,Boogie #8739,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8739.gif,Dance Floor,None,Midnight Cat,Grin,Jacket,Boombox
8740,Boogie #8740,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8740.gif,Neon Alley,None,Lime Frog,Tongue Out,Jacket,Boombox
8741,Boogie #8741,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8741.gif,Dance Floor,Beat Rings,Mango Blob,Cool,None,Vinyl
8742,Boogie #8742,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8742.gif,Neon Alley,Disco Glints,Indigo Bird,Hype,Shades,Drink
8743,Boogie #8743,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8743.gif,Dance Floor,Confetti Burst,Grape Blob,Grin,Shades,Trophy
8744,Boogie #8744,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8744.gif,Disco Hall,Disco Glints,Canary Bird,Heart Eyes,Jacket,Glow Sticks
8745,Boogie #8745,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8745.gif,Backyard Jam,Neon Glow,Midnight Cat,Hype,Chain,Glow Sticks
8746,Boogie #8746,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8746.gif,Disco Hall,Spotlights,Indigo Bird,Focused,Headphones,Boombox
8747,Boogie #8747,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8747.gif,Rooftop Party,Beat Rings,Chrome Robot,Wink,Headphones,Drink
8748,Boogie #8748,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8748.gif,Disco Hall,Disco Glints,Indigo Bird,Tongue Out,Jacket,Boombox
8749,Boogie #8749,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8749.gif,Dance Floor,Spotlights,Candy Robot,Tongue Out,Shades,None
8750,Boogie #8750,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8750.gif,Neon Alley,Spotlights,Peach Cat,Focused,Headphones,None
8751,Boogie #8751,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8751.gif,Warehouse Rave,Disco Glints,Midnight Cat,Hype,Hoodie,Mic
8752,Boogie #8752,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8752.gif,Warehouse Rave,None,Candy Robot,Cool,Hoodie,None
8753,Boogie #8753,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8753.gif,Disco Hall,Disco Glints,Teal Frog,Cool,Shades,Glow Sticks
8754,Boogie #8754,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8754.gif,Disco Hall,Spotlights,Indigo Bird,Grin,Jacket,Vinyl
8755,Boogie #8755,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8755.gif,Warehouse Rave,Neon Glow,Midnight Cat,Wink,Jacket,None
8756,Boogie #8756,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8756.gif,Neon Alley,None,Mango Blob,Cool,Hoodie,Mic
8757,Boogie #8757,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8757.gif,Neon Alley,Disco Glints,Teal Frog,Wink,Hoodie,None
8758,Boogie #8758,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8758.gif,Rooftop Party,None,Indigo Bird,Cool,Shades,Drink
8759,Boogie #8759,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8759.gif,Backyard Jam,Neon Glow,Indigo Bird,Cool,None,Boombox
8760,Boogie #8760,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8760.gif,Dance Floor,None,Mango Blob,Hype,Chain,None
8761,Boogie #8761,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8761.gif,Warehouse Rave,Disco Glints,Chrome Robot,Grin,Visor,Glow Sticks
8762,Boogie #8762,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8762.gif,Backyard Jam,Spotlights,Candy Robot,Heart Eyes,None,Vinyl
8763,Boogie #8763,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8763.gif,Club Booth,None,Candy Robot,Tongue Out,Hoodie,Mic
8764,Boogie #8764,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8764.gif,Club Booth,Spotlights,Lime Frog,Focused,Shades,None
8765,Boogie #8765,A looping jelly-cel dancer from Boogie Squad. Mixed types. One groove. Minted on Robinhood Chain.,8765.gif,Dance Floor,None,Indigo Bird,Wink,Jacket,Boombox
